studyid,class,n,mean_change,sd_change,source,pooled_sd_study,z_mean_change,z_sd_change,treatment_id
Hashemi 2012,SSRIs,48,-16.96,4.96,change_from_baseline,4.82055947833968,-3.518263819004147,1,trt_039
Hashemi 2012,TCAs,49,-13.14,4.68,change_from_baseline,4.82055947833968,-2.7258246805256183,1,trt_046
Hatcher 2018,No treatment,22,-7.1,7.5,change_from_baseline,7.11125867902441,-0.9984167811167354,1,trt_028
Hatcher 2018,Self-help with support,22,-9.4,6.7,change_from_baseline,7.11125867902441,-1.321847569365819,1,trt_041
Heller 2009,SNRIs,15,-15.07,3.18004716946148,baseline_followup,3.7436499321938204,-4.025483224380655,1,trt_038
Heller 2009,SSRIs,14,-14.03,4.26817291121154,baseline_followup,3.7436499321938204,-3.747679471669581,1,trt_039
Hemat-Far 2012,Exercise individual,10,-8.4,6.25539766921337,baseline_followup,5.5767373974394765,-1.5062570462537481,1,trt_018
Hemat-Far 2012,No treatment,10,-1,4.80312398340913,baseline_followup,5.5767373974394765,-0.1793163150302081,1,trt_028
Hermens 2007,No treatment,96,-56.9,10.5133145201482,baseline_followup,10.403625078458376,-5.469247456621296,1,trt_028
Hermens 2007,SSRIs,85,-57.6,10.2781610451202,baseline_followup,10.403625078458376,-5.53653169598219,1,trt_039
Hersen 1984,Interpersonal psychotherapy (IPT) individual + placebo,22,-12.590000000000002,6.72995542332934,baseline_followup,6.987473245239742,-1.8017958077445255,1,trt_022
Hersen 1984,TCAs,14,-17.29,7.38451758749345,baseline_followup,6.987473245239742,-2.474428079102688,1,trt_046
Hewett 2009,Placebo,197,-14.007323334662498,4.77,binary_response_converted,4.711952441559478,-2.972721713215468,1,trt_031
Hewett 2009,SNRIs,187,-14.0073233346625,4.65,binary_response_converted,4.711952441559478,-2.9727217132154684,1,trt_038
Hewett 2010,Placebo,186,-13.2,10.64,change_from_baseline,10.599332745126452,-1.2453614125916868,1,trt_031
Hewett 2010,SNRIs,193,-17,10.56,change_from_baseline,10.599332745126452,-1.6038745465195967,1,trt_038
Hieronymus 2016_PZ/109,Placebo,103,-7.9,6.95413546028548,baseline_followup,6.86396031599194,-1.150939055051681,1,trt_031
Hieronymus 2016_PZ/109,SSRIs,104,-8.7,6.77347768875044,baseline_followup,6.86396031599194,-1.2674898454366612,1,trt_039
Higuchi 2009,Placebo,145,-8.3,5.8,change_from_baseline,6.383553301042668,-1.300216291551025,1,trt_031
Higuchi 2009,SNRIs,74,-10,6.4,change_from_baseline,6.383553301042668,-1.5665256524711142,1,trt_038
Higuchi 2009,SSRIs,148,-9.4,6.9,change_from_baseline,6.383553301042668,-1.4725341133228473,1,trt_039
Higuchi 2011,Placebo,171,-10.4,8.11,change_from_baseline,9.555064676683761,-1.0884280067070657,1,trt_031
Higuchi 2011,SSRIs,241,-25.3,10.458537182608284,change_from_baseline,9.555064676683761,-2.6478104393931505,1,trt_039
Higuchi 2016,Placebo,182,-12.41,10.12,change_from_baseline,12.997078430450157,-0.9548299693972206,1,trt_031
Higuchi 2016,SNRIs,348,-30.35,14.269421852338656,change_from_baseline,12.997078430450157,-2.335140174956136,1,trt_038
Hojatifar 2017,Mindfulness or meditation group,15,-36.8,10.6439278464296,baseline_followup,8.181885479521192,-4.497740782623806,1,trt_025
Hojatifar 2017,No treatment,15,-3,4.53798413395199,baseline_followup,8.181885479521192,-0.3666636507573755,1,trt_028
Hollon 1992,Cognitive and cognitive behavioural therapies individual,25,-10.8,8.68849814409832,baseline_followup,8.66731259920327,-1.2460609763853188,1,trt_010
Hollon 1992,Cognitive and cognitive behavioural therapies individual + AD,25,-13.2,8.66256313108309,baseline_followup,8.66731259920327,-1.5229634155820562,1,trt_011
Hollon 1992,TCAs,57,-9.6,8.66025403784439,baseline_followup,8.66731259920327,-1.1076097567869498,1,trt_046
Hong 2003,Mirtazapine,66,-14.0073233346625,5.1,binary_response_converted,5.150242712727236,-2.7197404308825526,1,trt_026
Hong 2003,SSRIs,66,-14.0073233346625,5.2,binary_response_converted,5.150242712727236,-2.7197404308825526,1,trt_039
Hopko 2003,Behavioural therapies individual + AD,10,-16,11.3767306375777,baseline_followup,14.04265241884603,-1.139385888276142,1,trt_007
Hopko 2003,Counselling individual + AD,15,-6.9,15.516442891333098,baseline_followup,14.04265241884603,-0.4913601643190863,1,trt_014
Hoyberg 1996,Mirtazapine,56,-15.3,10.1355808910984,baseline_followup,9.232977640295369,-1.6571035473135343,1,trt_026
Hoyberg 1996,TCAs,59,-17.3,8.28673639015988,baseline_followup,9.232977640295369,-1.8737183900996173,1,trt_046
Hunter 2011,Placebo,11,-8.64,7.1418975069655,baseline_followup,7.14403880701879,-1.209399925363154,1,trt_031
Hunter 2011,SSRIs,12,-9.67,7.145984886633889,baseline_followup,7.14403880701879,-1.353576073872882,1,trt_039
Husain 2014,Cognitive and cognitive behavioural therapies group,33,-14.0073233346625,4.1,binary_response_converted,3.905124837953327,-3.5869079519628695,1,trt_008
Husain 2014,SSRIs,33,-14.0073233346625,3.7,binary_response_converted,3.905124837953327,-3.5869079519628695,1,trt_039
Hwang 2004,SNRIs,52,-14.0073233346625,5.8,binary_response_converted,5.850699070337705,-2.3941281488357236,1,trt_038
Hwang 2004,SSRIs,53,-14.0073233346625,5.9,binary_response_converted,5.850699070337705,-2.3941281488357236,1,trt_039
Jacobson 1996,Behavioural therapies individual,56,-20.2,7.33689307541005,baseline_followup,10.381934204334431,-1.9456875378353438,1,trt_006
Jacobson 1996,Cognitive and cognitive behavioural therapies individual,93,-38.199999999999996,11.833849753989611,baseline_followup,10.381934204334431,-3.679468512144066,1,trt_010
Jamison 1995,Self-help,33,-10.6,5.04083326445142,baseline_followup,4.582793907650658,-2.3129994962906864,1,trt_040
Jamison 1995,Waitlist,39,-0.600000000000001,4.15812457725836,baseline_followup,4.582793907650658,-0.1309244997900391,1,trt_048
Janakiramaiah 2000,TCAs,15,-16.4,7.06186944087754,baseline_followup,7.4222638056054056,-2.209568459101989,1,trt_046
Janakiramaiah 2000,Yoga group,15,-16.8,7.76595132614157,baseline_followup,7.4222638056054056,-2.263460372738623,1,trt_049
Jefferson 2000,Placebo,101,-12.1,11.05,change_from_baseline,16.79385085625922,-0.7205018136439041,1,trt_031
Jefferson 2000,SSRIs,296,-44.1,18.337047199590234,change_from_baseline,16.79385085625922,-2.6259611555120803,1,trt_039
Jiahui 2006,Acupuncture,30,-17.66,9.81803951917082,baseline_followup,9.930991894065771,-1.7782715149080597,1,trt_001
Jiahui 2006,SSRIs,30,-17.12,10.0426739467136,baseline_followup,9.930991894065771,-1.7238962817228756,1,trt_039
Judd 2001,Interpersonal psychotherapy (IPT) individual + AD,12,-23.8,9.88078944214479,baseline_followup,10.821609925482889,-2.1993030763339014,1,trt_021
Judd 2001,SNRIs,19,-19.7,11.3582569085225,baseline_followup,10.821609925482889,-1.8204315379738596,1,trt_038
Kang 2009,Mirtazapine,73,-12,10.9,change_from_baseline,9.169690605819348,-1.3086592030034752,1,trt_026
Kang 2009,SNRIs,53,-10.9,6,change_from_baseline,9.169690605819348,-1.18869877606149,1,trt_038
Kanter 2015,Any psychotherapy,22,-7.99,8.40815675400976,baseline_followup,8.19157970410961,-0.9753918399880208,1,trt_004
Kanter 2015,Behavioural therapies individual,21,-10.05,7.957832619501371,baseline_followup,8.19157970410961,-1.2268695859674106,1,trt_006
Kasper 2005a,Placebo,180,-14.0073233346625,4.2,binary_response_converted,4.998084904558774,-2.8025380925174685,1,trt_031
Kasper 2005a,SSRIs,338,-28.014646669325003,5.374011537017761,binary_response_converted,4.998084904558774,-5.605076185034938,1,trt_039
Kasper 2005b,SSRIs,53,-15,4.95,change_from_baseline,4.9195254027882855,-3.0490746102252686,1,trt_039
Kasper 2005b,Trazodone,55,-14.6,4.89,change_from_baseline,4.9195254027882855,-2.9677659539525947,1,trt_047
Kasper 2012,Placebo,71,-13.4,9.27,change_from_baseline,10.178751623621858,-1.3164679221470128,1,trt_031
Kasper 2012,SSRIs,139,-19,10.61,change_from_baseline,10.178751623621858,-1.8666336209547196,1,trt_039
Katona 2012,Placebo,145,-10.3,9.63,change_from_baseline,9.665304747501185,-1.0656673813273094,1,trt_031
Katona 2012,SNRIs,147,-15.799999999999999,9.7,change_from_baseline,9.665304747501185,-1.6347130703855814,1,trt_038
Katz 1990,Placebo,11,-2.5,5.09215082258961,baseline_followup,5.510120558701832,-0.4537105809875406,1,trt_031
Katz 1990,TCAs,12,-8.6,5.8642987645583,baseline_followup,5.510120558701832,-1.5607643985971396,1,trt_046
Katz 1993_Protocol 01,Placebo,104,-8,7.76,change_from_baseline,7.760000000000001,-1.0309278350515463,1,trt_031
Katz 1993_Protocol 01,TCAs,93,-13.7,7.76,change_from_baseline,7.760000000000001,-1.765463917525773,1,trt_046
Katz 1993_Protocol 03,Placebo,94,-8.7,7.76,change_from_baseline,7.76,-1.1211340206185567,1,trt_031
Katz 1993_Protocol 03,TCAs,95,-12.9,7.76,change_from_baseline,7.76,-1.6623711340206186,1,trt_046
Kay-Lambkin 2009,Cognitive and cognitive behavioural therapies individual,23,-21.87,10.1293188319847,baseline_followup,10.481703105888855,-2.086492984876947,1,trt_010
Kay-Lambkin 2009,No treatment,21,-9.91,10.053273098847,baseline_followup,10.481703105888855,-0.945457040700985,1,trt_028
Kay-Lambkin 2009,Self-help,23,-11.48,11.1860225281375,baseline_followup,10.481703105888855,-1.0952418594598696,1,trt_040
Kay-Lambkin 2011/2017,Cognitive and cognitive behavioural therapies individual,88,-11.9,10.4747315001388,baseline_followup,10.777597374463895,-1.1041421929710875,1,trt_010
Kay-Lambkin 2011/2017,Counselling individual,89,-8.3,10.3711137299713,baseline_followup,10.777597374463895,-0.7701159833327754,1,trt_013
Kay-Lambkin 2011/2017,Self-help,97,-12.9,11.3960519479335,baseline_followup,10.777597374463895,-1.1969272512039522,1,trt_040
Keller 2006_Study 062,Placebo,154,-14,8.87,change_from_baseline,8.46076562446193,-1.6546965867394943,1,trt_031
Keller 2006_Study 062,SSRIs,161,-17.25,8.05,change_from_baseline,8.46076562446193,-2.0388225800897337,1,trt_039
Kennedy 2007,Cognitive and cognitive behavioural therapies individual,12,-11.5,6.59393660873381,baseline_followup,7.36240449853171,-1.561989700823074,1,trt_010
Kennedy 2007,SNRIs,12,-14.089999999999998,8.05791536316931,baseline_followup,7.36240449853171,-1.9137769464867052,1,trt_038
Khan 1991,Placebo,26,-4,8.22860863086828,baseline_followup,12.375858278594988,-0.3232099067357867,1,trt_031
Khan 1991,SNRIs,67,-27.2,13.620939761998804,baseline_followup,12.375858278594988,-2.1978273658033496,1,trt_038
Khan 1995,Mirtazapine,26,-12,7.8,change_from_baseline,7.951414968419143,-1.50916535580909,1,trt_026
Khan 1995,Placebo,26,-6.299999999999999,8.1,change_from_baseline,7.951414968419143,-0.7923118117997722,1,trt_031
Khan 2007,SNRIs,91,-19.3,9.1,change_from_baseline,8.829638303057155,-2.1858200004996364,1,trt_038
Khan 2007,SSRIs,110,-19.2,8.6,change_from_baseline,8.829638303057155,-2.1744945082690683,1,trt_039
Kheirabadi 2020,Cognitive and cognitive behavioural therapies individual,16,-24.2,17.3801611039714,baseline_followup,15.32056486205086,-1.579576224369087,1,trt_010
Kheirabadi 2020,SSRIs,12,-18,11.9531753103516,baseline_followup,15.32056486205086,-1.1748914065555192,1,trt_039
Khoshnab 2017,Exercise individual,15,-2.13,6.19677335393187,change_from_baseline,7.80807274556275,-0.2727945895753158,1,trt_018
Khoshnab 2017,Exercise individual + AD,15,-4.53,12.548466041712,change_from_baseline,7.80807274556275,-0.5801687750122915,1,trt_019
Khoshnab 2017,No treatment,15,-1.56,3.09838667696593,change_from_baseline,7.80807274556275,-0.19979322053403414,1,trt_028
Khoshnab 2017,SSRIs,15,-1.9199999999999997,6.19677335393187,change_from_baseline,7.80807274556275,-0.24589934834958044,1,trt_039
Kim 2011,Mirtazapine,30,-14.0073233346625,2.9,binary_response_converted,2.9,-4.830111494711207,1,trt_026
Kim 2011,SSRIs,30,-14.0073233346625,2.9,binary_response_converted,2.9,-4.830111494711207,1,trt_039
Kinoshita 2009,Mirtazapine,200,-39,12.313001258832063,change_from_baseline,11.272016599036537,-3.459895543742677,1,trt_026
Kinoshita 2009,Placebo,70,-10.4,7.5,change_from_baseline,11.272016599036537,-0.922638811664714,1,trt_031
Komulainen 2018,Placebo,15,-2.2,4.5670012042915,baseline_followup,4.412250370653659,-0.49861177748036045,1,trt_031
Komulainen 2018,SSRIs,17,-1.9,4.27224765199772,baseline_followup,4.412250370653659,-0.4306192623694021,1,trt_039
Kramer 2014,Problem solving individual,131,-10.3,9.79385521640993,baseline_followup,9.252710983079416,-1.1131872614237903,1,trt_033
Kramer 2014,Waitlist,132,-4.49,8.68241901776227,baseline_followup,9.252710983079416,-0.4852631848342542,1,trt_048
Kranzler 2006_Group A,Placebo,100,-9.6,7.8,change_from_baseline,7.217462483856938,-1.3301073641147434,1,trt_031
Kranzler 2006_Group A,SSRIs,89,-10.8,6.5,change_from_baseline,7.217462483856938,-1.4963707846290863,1,trt_039
Krejtz 2018,Attention placebo,25,-8.19,9.97183533758957,baseline_followup,9.597515090812172,-0.8533458840653864,1,trt_005
Krejtz 2018,Self-help,26,-12.97,9.22388746678969,baseline_followup,9.597515090812172,-1.3513914671951237,1,trt_040
Lam 2013,Cognitive and cognitive behavioural therapies individual + AD,48,-15.699999999999998,8.8,change_from_baseline,8.545922039496654,-1.8371335389486787,1,trt_011
Lam 2013,SSRIs,51,-14.3,8.3,change_from_baseline,8.545922039496654,-1.6733127138194974,1,trt_039
Lam 2016,Light therapy,32,-13.4,7.5,change_from_baseline,9.07903619912845,-1.4759275881383034,1,trt_023
Lam 2016,Light therapy + AD,29,-16.9,9.2,change_from_baseline,9.07903619912845,-1.861431062652039,1,trt_024
Lam 2016,Placebo,30,-6.5,9.6,change_from_baseline,9.07903619912845,-0.7159350240969381,1,trt_031
Lam 2016,SSRIs,31,-8.8,9.9,change_from_baseline,9.07903619912845,-0.9692658787773932,1,trt_039
Legrand 2016,Any AD,10,-6.409999999999999,10,change_from_baseline,10.82019996454443,-0.5924104934293498,1,trt_003
Legrand 2016,Exercise individual + AD,25,-26.61,11.112178004333805,change_from_baseline,10.82019996454443,-2.4592891154687986,1,trt_019
Leinonen 1999,Mirtazapine,136,-20.5,6.32477862117093,baseline_followup,6.206489898731269,-3.302994177786483,1,trt_026
Leinonen 1999,SSRIs,133,-20.2,6.08313408589087,baseline_followup,6.206489898731269,-3.254657677623754,1,trt_039
Levin 2013,Placebo,52,-11.650000000000002,5.79613322668195,baseline_followup,5.715930156320462,-2.038163462707442,1,trt_031
Levin 2013,SNRIs,51,-9.69,5.63294671249698,baseline_followup,5.715930156320462,-1.6952621419429277,1,trt_038
Lindegaard 2019,Self-help with support,25,-11.37,5.13532861655415,baseline_followup,5.3927961207522,-2.1083682278005504,1,trt_041
Lindegaard 2019,Waitlist,25,-2.48,5.63851930918038,baseline_followup,5.3927961207522,-0.45987275329334787,1,trt_048
Loo 2002,Placebo,139,-12.06,7.79678780011358,baseline_followup,7.541015921396834,-1.5992540163959907,1,trt_031
Loo 2002,SSRIs,147,-14.210000000000003,7.29101501850051,baseline_followup,7.541015921396834,-1.8843614902974322,1,trt_039
Luo 1985,Acupuncture,27,-15.7,9.13290753265355,baseline_followup,8.482884729461631,-1.8507854934622463,1,trt_001
Luo 1985,TCAs,20,-15.2,7.50266619276108,baseline_followup,8.482884729461631,-1.791843280294659,1,trt_046
M/2020/0046 (Study 046),Placebo,247,-11.5,8.45,change_from_baseline,8.450000000000001,-1.36094674556213,1,trt_031
M/2020/0046 (Study 046),SSRIs,243,-12.5,8.45,change_from_baseline,8.450000000000001,-1.4792899408284022,1,trt_039
M/2020/0046 (Study 047),Placebo,239,-10.1,7.27,change_from_baseline,7.45845330336638,-1.3541681618414578,1,trt_031
M/2020/0046 (Study 047),SSRIs,242,-11.8,7.64,change_from_baseline,7.45845330336638,-1.5820974564088321,1,trt_039
MDF/29060/III/070/88/MC,SSRIs,24,-20,8.59,change_from_baseline,8.424632110096926,-2.3739909041286196,1,trt_039
MDF/29060/III/070/88/MC,TCAs,20,-15,8.22,change_from_baseline,8.424632110096926,-1.7804931780964646,1,trt_046
MIR 003-003 (FDA),Mirtazapine,45,-10.4,8.7,change_from_baseline,8.405355435673139,-1.2373063910969664,1,trt_026
MIR 003-003 (FDA),Placebo,45,-8.8,8.1,change_from_baseline,8.405355435673139,-1.0469515616974332,1,trt_031
MIR 003-020 (FDA),Mirtazapine,40,-10.6,8.7,change_from_baseline,8.167418450032484,-1.2978397109012874,1,trt_026
MIR 003-020 (FDA),Placebo,39,-4.8,6.4,change_from_baseline,8.167418450032484,-0.5877010011628472,1,trt_031
MIR 003-020 (FDA),TCAs,40,-11.5,9.1,change_from_baseline,8.167418450032484,-1.4080336486193212,1,trt_046
MIR 003-021 (FDA),Mirtazapine,45,-11.7,7.6,change_from_baseline,7.940352819525763,-1.4734861618779782,1,trt_026
MIR 003-021 (FDA),Placebo,48,-9.5,8.9,change_from_baseline,7.940352819525763,-1.1964203878496407,1,trt_031
MIR 003-021 (FDA),TCAs,48,-13.6,7.2,change_from_baseline,7.940352819525763,-1.7127702394479065,1,trt_046
MY-1042/BRL-029060/CPMS-251,Placebo,123,-8.25,7.56,change_from_baseline,7.614513958328317,-1.083457203591652,1,trt_031
MY-1042/BRL-029060/CPMS-251,SSRIs,120,-10.23,7.67,change_from_baseline,7.614513958328317,-1.3434869324536487,1,trt_039
MY-1045/BRL-029060/1 (PAR 128),Placebo,136,-9,8.63,change_from_baseline,11.85118137571103,-0.759417961355775,1,trt_031
MY-1045/BRL-029060/1 (PAR 128),SSRIs,694,-24.8,12.381538676594278,change_from_baseline,11.85118137571103,-2.09261838240258,1,trt_039
Macias-Cortes 2015,Placebo,43,-5.7,3.43947670438397,baseline_followup,3.404712758151154,-1.6741500399273759,1,trt_031
Macias-Cortes 2015,SSRIs,46,-8.9,3.37194306001747,baseline_followup,3.404712758151154,-2.614023746553271,1,trt_039
Mahableshwarkar 2013,Placebo,149,-10.5,9.28,change_from_baseline,9.215229242943446,-1.1394182090521912,1,trt_031
Mahableshwarkar 2013,SNRIs,149,-13.47,9.15,change_from_baseline,9.215229242943446,-1.4617107881840967,1,trt_038
Mahableshwarkar 2015a,Placebo,161,-14.007323334662498,4.18,binary_response_converted,4.283247520837296,-3.270257734702272,1,trt_031
Mahableshwarkar 2015a,SNRIs,152,-14.0073233346625,4.39,binary_response_converted,4.283247520837296,-3.2702577347022723,1,trt_038
Maina 2007,Counselling individual + AD,17,-10.06,3.46600043277551,baseline_followup,3.69850086337203,-2.720020995433271,1,trt_014
Maina 2007,Short-term psychodynamic psychotherapies individual + AD,18,-10.84,3.90469883601796,baseline_followup,3.69850086337203,-2.930917255516566,1,trt_044
Marchesi 1998,SSRIs,67,-16.6,6.02328813855024,baseline_followup,6.217176667450084,-2.6700222444874377,1,trt_039
Marchesi 1998,TCAs,75,-17.2,6.38513899613783,baseline_followup,6.217176667450084,-2.766529072601441,1,trt_046
Markkula 2019,Counselling individual,124,-14.4,7.84655338349265,baseline_followup,7.649184494931467,-1.8825536251010528,1,trt_013
Markkula 2019,No treatment,134,-3.9000000000000004,7.46201045295435,baseline_followup,7.649184494931467,-0.5098582734648686,1,trt_028
Marshall 2008,Any AD,30,-13.83,4.69821242601907,baseline_followup,4.925791122430809,-2.807670820027604,1,trt_003
Marshall 2008,Cognitive and cognitive behavioural therapies individual,37,-11.48,4.328128925991,baseline_followup,4.925791122430809,-2.330590095004837,1,trt_010
Marshall 2008,Interpersonal psychotherapy (IPT) individual,35,-10.17,5.65575812778446,baseline_followup,4.925791122430809,-2.064642967438954,1,trt_020
Mathews 2015,Placebo,281,-13.6,10.06,change_from_baseline,10.050022864186026,-1.353230752187099,1,trt_031
Mathews 2015,SSRIs,280,-15.9,10.04,change_from_baseline,10.050022864186026,-1.5820859529246232,1,trt_039
McCallum 1975,Placebo,12,-5.5,6.9656299069072,baseline_followup,7.037400088100716,-0.7815386266441992,1,trt_031
McCallum 1975,TCAs,12,-12.6,7.10844568101916,baseline_followup,7.037400088100716,-1.7904339446758017,1,trt_046
McKnight 1992,Cognitive and cognitive behavioural therapies individual,22,-17.96,8.77571079742262,baseline_followup,7.611898740723263,-2.3594638620079027,1,trt_010
McKnight 1992,TCAs,21,-16.64,6.15754009325153,baseline_followup,7.611898740723263,-2.186051150546297,1,trt_046
McNamara 1986,Behavioural therapies individual,10,-20.4,3.82266922450792,baseline_followup,5.584694006197398,-3.6528411363920545,1,trt_006
McNamara 1986,Cognitive and cognitive behavioural therapies individual,20,-35.61,6.248247754370821,baseline_followup,5.584694006197398,-6.3763565130843665,1,trt_010
Mehtonen 2000,SNRIs,75,-14.0073233346625,3.5,binary_response_converted,4.020850827786371,-3.4836714751673727,1,trt_038
Mehtonen 2000,SSRIs,72,-14.0073233346625,4.5,binary_response_converted,4.020850827786371,-3.4836714751673727,1,trt_039
Mendels 1993,Placebo,75,-10.53,8.98,change_from_baseline,9.32024291528928,-1.1297988792466116,1,trt_031
Mendels 1993,SNRIs,77,-14.800000000000002,9.64,change_from_baseline,9.32024291528928,-1.587941444715086,1,trt_038
Miller 1989a,Placebo,22,-6.2,7.2,change_from_baseline,6.6317418526357015,-0.9348976690846145,1,trt_031
Miller 1989a,SSRIs,19,-6,5.9,change_from_baseline,6.6317418526357015,-0.9047396797593042,1,trt_039
Miranda 2003/2006,Any AD,88,-8.1,4.4520893971258,baseline_followup,4.5082573230583325,-1.7967031204210597,1,trt_003
Miranda 2003/2006,Cognitive and cognitive behavioural therapies group,90,-4.9,4.53679402221437,baseline_followup,4.5082573230583325,-1.0868944802547154,1,trt_008
Miranda 2003/2006,TAU,89,-4.1,4.53441286166136,baseline_followup,4.5082573230583325,-0.909442320213129,1,trt_045
Miura 2000,SSRIs,102,-9.2,11.5,change_from_baseline,11.29055100763797,-0.8148406569153509,1,trt_039
Miura 2000,TCAs,114,-10.6,11.1,change_from_baseline,11.29055100763797,-0.9388381481850782,1,trt_046
Moak 2003,Cognitive and cognitive behavioural therapies individual + AD,38,-11.6,6.12862137841782,baseline_followup,5.802919523825916,-1.9989937741462969,1,trt_011
Moak 2003,Cognitive and cognitive behavioural therapies individual + placebo,44,-10,5.50726792520575,baseline_followup,5.802919523825916,-1.723270494953704,1,trt_012
Mohr 2011,Cognitive and cognitive behavioural therapies individual,41,-5.4,4.92159526982868,baseline_followup,4.960865645409807,-1.0885197032087568,1,trt_010
Mohr 2011,No treatment,44,-2.23,4.9971191700819,baseline_followup,4.960865645409807,-0.4495183218806532,1,trt_028
Moises 1981,TCAs,20,-14.2,5.86600375042499,baseline_followup,7.114070564732966,-1.9960442999250754,1,trt_046
Moises 1981,Trazodone,16,-9,8.4338603260903,baseline_followup,7.114070564732966,-1.2650984999525126,1,trt_047
Moller 1993,SSRIs,81,-18.7,7.53193202306022,baseline_followup,6.993222676183907,-2.674017526094893,1,trt_039
Moller 1993,TCAs,74,-20.4,6.35059052372297,baseline_followup,6.993222676183907,-2.917110028467156,1,trt_046
Moller 1998,SSRIs,62,-13.6,9.3,change_from_baseline,9.348873117730745,-1.4547207806475324,1,trt_039
Moller 1998,TCAs,59,-16.5,9.4,change_from_baseline,9.348873117730745,-1.7649185941679622,1,trt_046
Moller 2000,SSRIs,100,-13.8,7.200000000000001,change_from_baseline,7.148943219984446,-1.9303552392782923,1,trt_039
Moller 2000,TCAs,105,-15.3,7.1,change_from_baseline,7.148943219984446,-2.140176460938976,1,trt_046
Montgomery 1992,Placebo,64,-10.56,7.76,change_from_baseline,11.173292014901508,-0.9451108935411715,1,trt_031
Montgomery 1992,SSRIs,129,-24.819999999999997,12.515989773086266,change_from_baseline,11.173292014901508,-2.2213685963723364,1,trt_039
Mowla 2016,SNRIs,26,-9.3,3.47706773014274,baseline_followup,3.524529428492216,-2.638650120160442,1,trt_038
Mowla 2016,SSRIs,28,-9.97,3.56791255498225,baseline_followup,3.524529428492216,-2.8287464191397427,1,trt_039
Mullin 1996,Mirtazapine,71,-12.3,7.7,change_from_baseline,7.502666192761077,-1.6394171996973044,1,trt_026
Mullin 1996,TCAs,71,-13,7.3,change_from_baseline,7.502666192761077,-1.7327173655337362,1,trt_046
Mulsant 1999,SSRIs,29,-11.3,4.22255846614348,baseline_followup,3.9074951719123736,-2.891878173318292,1,trt_039
Mulsant 1999,TCAs,27,-13.6,3.53694783676548,baseline_followup,3.9074951719123736,-3.480490544878652,1,trt_046
Mundt 2012,Placebo,50,-10.7,6.6,change_from_baseline,6.144616398084721,-1.7413617558510557,1,trt_031
Mundt 2012,SSRIs,55,-13.4,5.7,change_from_baseline,6.144616398084721,-2.1807707970471166,1,trt_039
Munizza 2006,SSRIs,59,-11.5,8.3,change_from_baseline,8.697879389963564,-1.322161355016004,1,trt_039
Munizza 2006,Trazodone,62,-12.9,9.06,change_from_baseline,8.697879389963564,-1.4831201286701263,1,trt_047
Murphy 1984,Cognitive and cognitive behavioural therapies individual,19,-12.05,5.340112358368499,baseline_followup,5.14222552338317,-2.3433433530297734,1,trt_010
Murphy 1984,Cognitive and cognitive behavioural therapies individual + AD,18,-13.34,5.63521073252811,baseline_followup,5.14222552338317,-2.594207496217193,1,trt_011
Murphy 1984,Cognitive and cognitive behavioural therapies individual + placebo,17,-15.589999999999998,5.02023903813354,baseline_followup,5.14222552338317,-3.0317612343347853,1,trt_012
Murphy 1984,TCAs,16,-12.69,4.38794940718327,baseline_followup,5.14222552338317,-2.467803082983222,1,trt_046
Murri 2015,Exercise group + AD,79,-24.299999999999997,5.43783044972901,baseline_followup,5.333554792320884,-4.556060816134582,1,trt_017
Murri 2015,SSRIs,42,-8.7,5.129327441292861,baseline_followup,5.333554792320884,-1.6311822675049739,1,trt_039
Mynors-Wallis 1995,Placebo,26,-6.6,6.3221831672295,baseline_followup,6.195986859617843,-1.0652056160763186,1,trt_031
Mynors-Wallis 1995,Problem solving individual,29,-12.3,6.00583050043872,baseline_followup,6.195986859617843,-1.9851559208695033,1,trt_033
Mynors-Wallis 1995,TCAs,27,-11,6.2745517768204,baseline_followup,6.195986859617843,-1.7753426934605312,1,trt_046
NCT01020799,Placebo,94,-11.45,10.18,change_from_baseline,10.462787147486898,-1.0943546722873192,1,trt_031
NCT01020799,SSRIs,49,-11.7,10.99,change_from_baseline,10.462787147486898,-1.1182488791058196,1,trt_039
NKD20006 (NCT00048204),Placebo,118,-10.9,7.8,change_from_baseline,7.849944643198929,-1.3885448236177809,1,trt_031
NKD20006 (NCT00048204),SSRIs,117,-11.1,7.9,change_from_baseline,7.849944643198929,-1.4140227102896668,1,trt_039
Naeem 2014,Self-help,94,-6.799999999999999,3.50428309358705,baseline_followup,3.4827118410738227,-1.9525014730771864,1,trt_040
Naeem 2014,Waitlist,89,-2.8999999999999995,3.4597687784012394,baseline_followup,3.4827118410738227,-0.8326844517535059,1,trt_048
Naeem 2015,Cognitive and cognitive behavioural therapies individual,69,-10.9,3.61662826400502,baseline_followup,3.6879684259916177,-2.955556756717411,1,trt_010
Naeem 2015,No treatment,68,-7.5,3.7589892258425,baseline_followup,3.6879684259916177,-2.033639970218402,1,trt_028
Nemeroff 2007,Placebo,102,-14.007323334662502,3.3,binary_response_converted,3.233457267637744,-4.331995809827351,1,trt_031
Nemeroff 2007,SNRIs,102,-14.007323334662502,3.2,binary_response_converted,3.233457267637744,-4.331995809827351,1,trt_038
Nemeroff 2007,SSRIs,104,-14.0073233346625,3.2,binary_response_converted,3.233457267637744,-4.33199580982735,1,trt_039
Nezu 1989,Problem solving group,28,-34.14,6.5951952207648885,baseline_followup,6.632681574210003,-5.147239411092384,1,trt_032
