comparison,treat1,treat2,TE_direct,seTE_direct,lower_direct,upper_direct,statistic_direct,p_direct,n_direct,Q_direct,tau2_direct,tau_direct,I2_direct,TE_indirect,seTE_indirect,lower_indirect,upper_indirect,statistic_indirect,p_indirect,TE_network,seTE_network,lower_network,upper_network,statistic_network,p_network,TE_difference,seTE_difference,lower_diff,upper_diff,statistic_diff,p_inconsistency,z_score,inconsistent
Acupuncture:Acupuncture + AD,Acupuncture,Acupuncture + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8325278213156313,0.36473420557610114,0.11766191445664509,1.5473937281746175,2.282560309912929,0.022456281138289336,0.8325278213156313,0.36473420557610114,0.11766191445664509,1.5473937281746175,2.282560309912929,0.022456281138289336,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Any AD,Acupuncture,Any AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25022942878355403,0.3627872681999605,-0.9612794085051497,0.46082055093804164,-0.6897414841075211,0.49035677300794417,-0.25022942878355403,0.3627872681999605,-0.9612794085051497,0.46082055093804164,-0.6897414841075211,0.49035677300794417,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Any psychotherapy,Acupuncture,Any psychotherapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.064863693581759,0.5991268216085863,-2.2391306861065416,0.10940329894302381,-1.7773594090191505,0.07550912476142262,-1.064863693581759,0.5991268216085863,-2.2391306861065416,0.10940329894302381,-1.7773594090191505,0.07550912476142262,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Attention placebo,Acupuncture,Attention placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4880531210802443,0.5624171874334385,-2.5903705527360965,-0.3857356894243922,-2.6458172942240568,0.008149381932305114,-1.4880531210802443,0.5624171874334385,-2.5903705527360965,-0.3857356894243922,-2.6458172942240568,0.008149381932305114,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Behavioural therapies individual,Acupuncture,Behavioural therapies individual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2319222273647759,0.4450044736137872,-2.1041149686070035,-0.3597294861225484,-2.7683367256077136,0.005634320916376908,-1.2319222273647759,0.4450044736137872,-2.1041149686070035,-0.3597294861225484,-2.7683367256077136,0.005634320916376908,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Behavioural therapies individual + AD,Acupuncture,Behavioural therapies individual + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18517796212734483,0.6066033342096262,-1.3740986500801255,1.0037427258254359,-0.30527026754414804,0.7601603188808554,-0.18517796212734483,0.6066033342096262,-1.3740986500801255,1.0037427258254359,-0.30527026754414804,0.7601603188808554,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Cognitive and cognitive behavioural therapies group,Acupuncture,Cognitive and cognitive behavioural therapies group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03651756035481313,0.385166571044351,-0.7183950469409026,0.7914301676505289,0.09480978646666671,0.9244659134151331,0.03651756035481313,0.385166571044351,-0.7183950469409026,0.7914301676505289,0.09480978646666671,0.9244659134151331,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Cognitive and cognitive behavioural therapies group + AD,Acupuncture,Cognitive and cognitive behavioural therapies group + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4141093818456665,0.5778586935148298,-0.7184728455967688,1.5466916092881018,0.7166274151330027,0.47360402381448,0.4141093818456665,0.5778586935148298,-0.7184728455967688,1.5466916092881018,0.7166274151330027,0.47360402381448,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Cognitive and cognitive behavioural therapies individual,Acupuncture,Cognitive and cognitive behavioural therapies individual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06225687625099097,0.29550447886711606,-0.6414350121008158,0.5169212595988338,-0.21067997510449563,0.8331370014425186,-0.06225687625099097,0.29550447886711606,-0.6414350121008158,0.5169212595988338,-0.21067997510449563,0.8331370014425186,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Cognitive and cognitive behavioural therapies individual + AD,Acupuncture,Cognitive and cognitive behavioural therapies individual + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4208994796841701,0.37345031503591164,-0.31104968780135356,1.1528486471696937,1.1270561644691495,0.2597187353946789,0.4208994796841701,0.37345031503591164,-0.31104968780135356,1.1528486471696937,1.1270561644691495,0.2597187353946789,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Cognitive and cognitive behavioural therapies individual + placebo,Acupuncture,Cognitive and cognitive behavioural therapies individual + placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39381600402535,0.5157892602675708,-0.6171123697116447,1.4047443777623447,0.7635211400505976,0.4451526597255961,0.39381600402535,0.5157892602675708,-0.6171123697116447,1.4047443777623447,0.7635211400505976,0.4451526597255961,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Counselling individual,Acupuncture,Counselling individual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.23878849493802168,0.39263674334083043,-1.008342370893146,0.5307653810171027,-0.60816645153034,0.54307708271966,-0.23878849493802168,0.39263674334083043,-1.008342370893146,0.5307653810171027,-0.60816645153034,0.54307708271966,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Counselling individual + AD,Acupuncture,Counselling individual + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7226026075138376,0.7221025630315299,-2.1378976241997,0.6926924091720248,-1.0006924840153018,0.31697550217832016,-0.7226026075138376,0.7221025630315299,-2.1378976241997,0.6926924091720248,-1.0006924840153018,0.31697550217832016,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Counselling individual + placebo,Acupuncture,Counselling individual + placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0663721149280532,0.9644911575914307,-2.9567400472146024,0.823995817358496,-1.105631821022646,0.26888591086901287,-1.0663721149280532,0.9644911575914307,-2.9567400472146024,0.823995817358496,-1.105631821022646,0.26888591086901287,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Exercise group,Acupuncture,Exercise group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017033124948945044,0.44436997839281017,-0.8879822784096948,0.8539160285118047,-0.03833095343333085,0.9694238116432015,-0.017033124948945044,0.44436997839281017,-0.8879822784096948,0.8539160285118047,-0.03833095343333085,0.9694238116432015,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Exercise group + AD,Acupuncture,Exercise group + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5304038504668296,0.6859463285627729,1.1859737511563164,3.8748339497773427,3.6889239654779566,2.2520450380931383e-4,2.5304038504668296,0.6859463285627729,1.1859737511563164,3.8748339497773427,3.6889239654779566,2.2520450380931383e-4,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Exercise individual,Acupuncture,Exercise individual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16065770070828878,0.43798671028318303,-1.0190958785705062,0.6977804771539288,-0.3668095331121224,0.7137610961822236,-0.16065770070828878,0.43798671028318303,-1.0190958785705062,0.6977804771539288,-0.3668095331121224,0.7137610961822236,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Exercise individual + AD,Acupuncture,Exercise individual + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5339960176058769,0.5304932711280618,-0.505751687845966,1.5737437230577198,1.0066028103813018,0.314125683385778,0.5339960176058769,0.5304932711280618,-0.505751687845966,1.5737437230577198,1.0066028103813018,0.314125683385778,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Interpersonal psychotherapy (IPT) individual,Acupuncture,Interpersonal psychotherapy (IPT) individual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3602067495707346,0.41398314715306067,-1.1715988081972788,0.45118530905580956,-0.8701000319647227,0.3842457402316216,-0.3602067495707346,0.41398314715306067,-1.1715988081972788,0.45118530905580956,-0.8701000319647227,0.3842457402316216,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Interpersonal psychotherapy (IPT) individual + AD,Acupuncture,Interpersonal psychotherapy (IPT) individual + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.10546229131065177,0.4591982836151376,-1.0054743889589304,0.794549806337627,-0.22966612697324806,0.8183512181021828,-0.10546229131065177,0.4591982836151376,-1.0054743889589304,0.794549806337627,-0.22966612697324806,0.8183512181021828,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Interpersonal psychotherapy (IPT) individual + placebo,Acupuncture,Interpersonal psychotherapy (IPT) individual + placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40142408620072123,0.5019413862506608,-1.3852111256021242,0.5823629532006819,-0.7997429524575147,0.4238597414823687,-0.40142408620072123,0.5019413862506608,-1.3852111256021242,0.5823629532006819,-0.7997429524575147,0.4238597414823687,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Light therapy,Acupuncture,Light therapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04628020243578135,0.593066074127,-1.208668348177263,1.1161079433057004,-0.078035491245906,0.9377998211280951,-0.04628020243578135,0.593066074127,-1.208668348177263,1.1161079433057004,-0.078035491245906,0.9377998211280951,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Light therapy + AD,Acupuncture,Light therapy + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28990611165065383,0.4946506246190892,-0.6795912975330026,1.2594035208343102,0.5860825746938033,0.5578200255697967,0.28990611165065383,0.4946506246190892,-0.6795912975330026,1.2594035208343102,0.5860825746938033,0.5578200255697967,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Mindfulness or meditation group,Acupuncture,Mindfulness or meditation group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3295851329388104,0.9295039825622237,1.507790803630306,5.151379462247315,3.582109593291515,3.408307445933289e-4,3.3295851329388104,0.9295039825622237,1.507790803630306,5.151379462247315,3.582109593291515,3.408307445933289e-4,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Mirtazapine,Acupuncture,Mirtazapine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2208923788458086,0.2912887891539631,-0.7918079146878577,0.35002315699624054,-0.7583277732293847,0.4482547847236117,-0.2208923788458086,0.2912887891539631,-0.7918079146878577,0.35002315699624054,-0.7583277732293847,0.4482547847236117,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Music therapy group,Acupuncture,Music therapy group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13928987048752806,0.7886803378656284,-1.685074928019041,1.4064951870439848,-0.1766113136083527,0.8598137068124696,-0.13928987048752806,0.7886803378656284,-1.685074928019041,1.4064951870439848,-0.1766113136083527,0.8598137068124696,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:No treatment,Acupuncture,No treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8014919989276179,0.34208684383242616,-1.471969892424151,-0.13101410543108483,-2.342948913055057,0.01913200256862185,-0.8014919989276179,0.34208684383242616,-1.471969892424151,-0.13101410543108483,-2.342948913055057,0.01913200256862185,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Peer support group,Acupuncture,Peer support group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44084898041955567,0.7156797551961449,-0.9618575642293306,1.843555525068442,0.6159863782911298,0.5379035101249648,0.44084898041955567,0.7156797551961449,-0.9618575642293306,1.843555525068442,0.6159863782911298,0.5379035101249648,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Peer support group + AD,Acupuncture,Peer support group + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.561787702030097,0.7149160532729449,-0.8394220143543933,1.9629974184145873,0.7858093260854702,0.4319792020605319,0.561787702030097,0.7149160532729449,-0.8394220143543933,1.9629974184145873,0.7858093260854702,0.4319792020605319,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Placebo,Acupuncture,Placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9162850493970303,0.26819005628388903,-1.4419279007252226,-0.3906421980688378,-3.4165511655924665,6.341974494340089e-4,-0.9162850493970303,0.26819005628388903,-1.4419279007252226,-0.3906421980688378,-3.4165511655924665,6.341974494340089e-4,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Problem solving group,Acupuncture,Problem solving group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07904534899777,0.6457347670584025,0.8134284619979402,3.3446622359975997,3.219658372227206,0.0012834344575337459,2.07904534899777,0.6457347670584025,0.8134284619979402,3.3446622359975997,3.219658372227206,0.0012834344575337459,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Problem solving individual,Acupuncture,Problem solving individual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06025971524696816,0.40755175560477375,-0.7385270475744583,0.8590464780683946,0.1478578227630197,0.8824549748172454,0.06025971524696816,0.40755175560477375,-0.7385270475744583,0.8590464780683946,0.1478578227630197,0.8824549748172454,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Psychoeducation group,Acupuncture,Psychoeducation group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4340707057030948,0.711520024029755,-0.9604829156742984,1.828624327080488,0.6100611241335105,0.5418213179002191,0.4340707057030948,0.711520024029755,-0.9604829156742984,1.828624327080488,0.6100611241335105,0.5418213179002191,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Psychoeducation group + AD,Acupuncture,Psychoeducation group + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45790972379424577,0.6607570501196872,-1.7529697445597598,0.8371502969712683,-0.6930077003511376,0.48830471908576933,-0.45790972379424577,0.6607570501196872,-1.7529697445597598,0.8371502969712683,-0.6930077003511376,0.48830471908576933,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Relaxation individual + AD,Acupuncture,Relaxation individual + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12802237518888582,0.6747756440358008,-1.4505583351438749,1.1945135847661033,-0.18972583898136886,0.8495239719716083,-0.12802237518888582,0.6747756440358008,-1.4505583351438749,1.1945135847661033,-0.18972583898136886,0.8495239719716083,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Relaxation individual + placebo,Acupuncture,Relaxation individual + placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7604498767933427,0.6670141197548051,-2.067773528692447,0.5468737751057615,-1.140080628387424,0.25425271162697005,-0.7604498767933427,0.6670141197548051,-2.067773528692447,0.5468737751057615,-1.140080628387424,0.25425271162697005,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Self-help,Acupuncture,Self-help,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2665755141142454,0.36231560792503464,-0.9767010566840482,0.44355002845555735,-0.7357549834546502,0.46187982154593543,-0.2665755141142454,0.36231560792503464,-0.9767010566840482,0.44355002845555735,-0.7357549834546502,0.46187982154593543,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Self-help with support,Acupuncture,Self-help with support,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2873072767801004,0.3628276471802931,-0.9984363978488804,0.42382184428867964,-0.791856075502797,0.4284446011435075,-0.2873072767801004,0.3628276471802931,-0.9984363978488804,0.42382184428867964,-0.791856075502797,0.4284446011435075,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Sham acupuncture,Acupuncture,Sham acupuncture,-0.5318067979158806,0.32688720965822377,-1.1724939558527927,0.10888036002103152,-1.6268816344081192,0.1037622392563003,NA,16.065638145859317,0.3727871131174331,0.6105629477109081,0.813266054372499,-4.577738016920862,1.319881832422904,-7.164658872318484,-1.99081716152324,-3.4682938309087255,5.237742535281086e-4,-0.7656316984866893,0.3173008112489976,-1.3875298608000661,-0.14373353617331253,-2.4129522249656965,0.0158238935828139,4.045931219004982,1.3597585445211156,1.3808534440729923,6.7110089939369715,2.9754776944092614,0.002925326234369624,2.9754776944092614,YES
Acupuncture:Short-term psychodynamic psychotherapies individual,Acupuncture,Short-term psychodynamic psychotherapies individual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2065147706801702,0.4206000577401983,-1.030875735746426,0.6178461943860855,-0.4910003383968457,0.6234262082108928,-0.2065147706801702,0.4206000577401983,-1.030875735746426,0.6178461943860855,-0.4910003383968457,0.6234262082108928,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Short-term psychodynamic psychotherapies individual + AD,Acupuncture,Short-term psychodynamic psychotherapies individual + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.414276542996574,0.6518819954134026,-1.6919417761769475,0.8633886901837995,-0.6355084906645614,0.525096830882753,-0.414276542996574,0.6518819954134026,-1.6919417761769475,0.8633886901837995,-0.6355084906645614,0.525096830882753,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:SNRIs,Acupuncture,SNRIs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.20496016488853463,0.2730336479799686,-0.7400962814968602,0.33017595171979097,-0.7506773117706421,0.45284688052298994,-0.20496016488853463,0.2730336479799686,-0.7400962814968602,0.33017595171979097,-0.7506773117706421,0.45284688052298994,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:SSRIs,Acupuncture,SSRIs,-0.9194570804043688,0.326213401974227,-1.5588235995481408,-0.2800905612605967,-2.818575432032716,0.004823727543217446,NA,66.4584393268498,1.8617199347057571,1.3644485826537243,0.9548590061640527,0.5944309582663805,0.4477203816187028,-0.28308486485080564,1.4719467813835667,1.3276834887821178,0.18428269038240042,-0.3944746981627727,0.26365277764901246,-0.9112246467787839,0.1222752504532385,-1.496190184986091,0.1346041015421354,-1.5138880386707494,0.5539573302560366,-2.599624454944541,-0.4281516223969577,-2.7328603774789606,0.0062786942193875156,-2.7328603774789606,YES
Acupuncture:TAU,Acupuncture,TAU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5709129301798237,0.37347403366007237,-1.3029085853144653,0.1610827249548178,-1.5286549498095918,0.12635000596699242,-0.5709129301798237,0.37347403366007237,-1.3029085853144653,0.1610827249548178,-1.5286549498095918,0.12635000596699242,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:TCAs,Acupuncture,TCAs,-0.058942213167587465,0.6451859707339003,-1.323483479136545,1.2055990528013703,-0.09135693558330257,0.9272089790276842,NA,0,NA,NA,NA,-0.33725904730608014,0.2957114399906334,-0.9168428195041989,0.2423247248920386,-1.140500507240311,0.25407784149695867,-0.28894260047376097,0.2688206779070618,-0.8158214474712442,0.23793624652372225,-1.0748525847169235,0.2824407332340566,0.2783168341384927,0.7097254346387617,-1.112719456665516,1.6693531249425015,0.3921471889761866,0.6949494623407797,0.3921471889761866,no
Acupuncture:Trazodone,Acupuncture,Trazodone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.516123548148181,0.3151395108799071,-1.1337856395783672,0.1015385432820054,-1.6377621032256553,0.10147132988008664,-0.516123548148181,0.3151395108799071,-1.1337856395783672,0.1015385432820054,-1.6377621032256553,0.10147132988008664,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Waitlist,Acupuncture,Waitlist,0,0.6060442509787369,-1.1878249049558776,1.1878249049558776,0,1,NA,0,NA,NA,NA,-2.2197668919243823,0.3814127995101256,-2.9673222422068246,-1.47221154164194,-5.819854222971489,5.88989744350698e-9,-1.5900008790749989,0.32280500559427255,-2.2226870640690235,-0.9573146940809741,-4.925576900977306,8.41118221642872e-7,2.2197668919243823,0.7160763630888325,0.8162830100898439,3.6232507737589206,3.099902477368898,0.0019358437003406134,3.099902477368898,YES
Acupuncture:Yoga group,Acupuncture,Yoga group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03182979555947085,0.5501136164775705,-1.1100326712605888,1.046373080141647,-0.0578604030259786,0.9538598240609124,-0.03182979555947085,0.5501136164775705,-1.1100326712605888,1.046373080141647,-0.0578604030259786,0.9538598240609124,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture:Yoga group + AD,Acupuncture,Yoga group + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9417107136340759,0.7860137174831872,-0.5988478639874115,2.4822692912555633,1.198084324341603,0.23088419079255884,0.9417107136340759,0.7860137174831872,-0.5988478639874115,2.4822692912555633,1.198084324341603,0.23088419079255884,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Any AD,Acupuncture + AD,Any AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0827572500991853,0.3630765499356648,-1.7943742116041466,-0.371140288594224,-2.9821734570603473,0.002862097894579893,-1.0827572500991853,0.3630765499356648,-1.7943742116041466,-0.371140288594224,-2.9821734570603473,0.002862097894579893,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Any psychotherapy,Acupuncture + AD,Any psychotherapy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8973915148973903,0.5993090924693136,-3.0720157517446296,-0.7227672780501508,-3.1659648397450977,0.0015456947592156307,-1.8973915148973903,0.5993090924693136,-3.0720157517446296,-0.7227672780501508,-3.1659648397450977,0.0015456947592156307,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Attention placebo,Acupuncture + AD,Attention placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3205809423958756,0.5714707562694453,-3.4406430429018555,-1.2005188418898958,-4.060716872976322,4.892226942269941e-5,-2.3205809423958756,0.5714707562694453,-3.4406430429018555,-1.2005188418898958,-4.060716872976322,4.892226942269941e-5,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Behavioural therapies individual,Acupuncture + AD,Behavioural therapies individual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.064450048680407,0.4441703130916628,-2.935007865341946,-1.1938922320188685,-4.647879400833277,3.3536487870839617e-6,-2.064450048680407,0.4441703130916628,-2.935007865341946,-1.1938922320188685,-4.647879400833277,3.3536487870839617e-6,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Behavioural therapies individual + AD,Acupuncture + AD,Behavioural therapies individual + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0177057834429761,0.6038813538802159,-2.201291487983486,0.1658799210975339,-1.685274395216457,0.09193564339887432,-1.0177057834429761,0.6038813538802159,-2.201291487983486,0.1658799210975339,-1.685274395216457,0.09193564339887432,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Cognitive and cognitive behavioural therapies group,Acupuncture + AD,Cognitive and cognitive behavioural therapies group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7960102609608182,0.39054392830776885,-1.561462294824838,-0.03055822709679845,-2.038209285213931,0.04152900731203742,-0.7960102609608182,0.39054392830776885,-1.561462294824838,-0.03055822709679845,-2.038209285213931,0.04152900731203742,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,Acupuncture + AD,Cognitive and cognitive behavioural therapies group + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4184184394699648,0.5780403522383716,-1.5513567114680196,0.7145198325280899,-0.723856799702139,0.4691536541499254,-0.4184184394699648,0.5780403522383716,-1.5513567114680196,0.7145198325280899,-0.723856799702139,0.4691536541499254,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,Acupuncture + AD,Cognitive and cognitive behavioural therapies individual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8947846975666223,0.2988456709471926,-1.4805114495588276,-0.3090579455744169,-2.994136387288457,0.0027522288659176833,-0.8947846975666223,0.2988456709471926,-1.4805114495588276,-0.3090579455744169,-2.994136387288457,0.0027522288659176833,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,Acupuncture + AD,Cognitive and cognitive behavioural therapies individual + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4116283416314612,0.3710823115851039,-1.1389363076381351,0.3156796243752127,-1.109264248875572,0.2673162031253378,-0.4116283416314612,0.3710823115851039,-1.1389363076381351,0.3156796243752127,-1.109264248875572,0.2673162031253378,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,Acupuncture + AD,Cognitive and cognitive behavioural therapies individual + placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4387118172902813,0.5145035183949065,-1.447120183263439,0.5696965486828764,-0.8526896349687324,0.39383144033578266,-0.4387118172902813,0.5145035183949065,-1.447120183263439,0.5696965486828764,-0.8526896349687324,0.39383144033578266,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Counselling individual,Acupuncture + AD,Counselling individual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.071316316253653,0.3988296480578106,-1.8530080624137466,-0.28962457009355924,-2.6861501432269774,0.007228060039221293,-1.071316316253653,0.3988296480578106,-1.8530080624137466,-0.28962457009355924,-2.6861501432269774,0.007228060039221293,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Counselling individual + AD,Acupuncture + AD,Counselling individual + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.555130428829469,0.7207122338788841,-2.9677004504494895,-0.1425604072094484,-2.1577688787933202,0.030945805655085284,-1.555130428829469,0.7207122338788841,-2.9677004504494895,-0.1425604072094484,-2.1577688787933202,0.030945805655085284,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Counselling individual + placebo,Acupuncture + AD,Counselling individual + placebo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8988999362436845,0.963450676266328,-3.7872285626064457,-0.01057130988092303,-1.9709363260841897,0.04873115942075785,-1.8988999362436845,0.963450676266328,-3.7872285626064457,-0.01057130988092303,-1.9709363260841897,0.04873115942075785,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Exercise group,Acupuncture + AD,Exercise group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8495609462645763,0.4426963209686813,-1.7172297914515755,0.018107898922422705,-1.9190603265137116,0.05497669961857703,-0.8495609462645763,0.4426963209686813,-1.7172297914515755,0.018107898922422705,-1.9190603265137116,0.05497669961857703,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Exercise group + AD,Acupuncture + AD,Exercise group + AD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6978760291511974,0.6815627865882189,0.36203751423552966,3.033714544066865,2.49115131072584,0.012732988080485825,1.6978760291511974,0.6815627865882189,0.36203751423552966,3.033714544066865,2.49115131072584,0.012732988080485825,NA,NA,NA,NA,NA,NA,NA,no data
Acupuncture + AD:Exercise individual,Acupuncture + AD,Exercise individual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9931855220239201,0.4354491774858127,-1.8466502269937024,-0.13972081705413764,-2.280829941529236,0.022558511882049697,-0.9931855220239201,0.4354491774858127,-1.8466502269937024,-0.13972081705413764,-2.280829941529236,0.022558511882049697,NA,NA,NA,NA,NA,NA,NA,no data
