treat;TE_base;lower_base;upper_base;TE_drop;lower_drop;upper_drop;removed_treatment;component_id;component_reference;delta_TE;abs_delta_TE;pct_shift_vs_base;estimable;ci_overlap
Attention placebo;0,5718;-0,4354;1,5789;0,5489;-0,4608;1,5585;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0229;0,0229;0,0401;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,4445;-0,3243;1,2133;Short-term psychodynamic psychotherapies individual;1;Placebo;0,1288;0,1288;0,4082;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7344;-1,8097;0,3410;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0033;0,0033;0,0045;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9735;-1,5663;-0,3807;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0207;0,0207;0,0217;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3432;-2,3669;-0,3194;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0128;0,0128;0,0096;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8727;-1,2020;-0,5434;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0187;0,0187;0,0219;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3458;-1,8869;-0,8046;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0086;0,0086;0,0064;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3193;-2,2032;-0,4355;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0092;0,0092;0,0070;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6965;-1,3087;-0,0842;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0190;0,0190;0,0280;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,2004;-1,5253;1,1245;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0067;0,0067;0,0347;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1434;-1,6814;1,9681;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0067;0,0067;0,0448;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,9091;-1,6265;-0,1918;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0099;0,0099;0,0110;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4459;-4,6936;-2,1982;Short-term psychodynamic psychotherapies individual;1;Placebo;0,0008;0,0008;0,0002;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7642;-1,4647;-0,0636;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0086;0,0086;0,0113;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4607;-2,3779;-0,5435;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0104;0,0104;0,0072;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5664;-1,2111;0,0783;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0103;0,0103;0,0186;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8193;-1,5710;-0,0676;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0085;0,0085;0,0105;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5220;-1,3723;0,3282;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0072;0,0072;0,0139;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8697;-1,9131;0,1738;Short-term psychodynamic psychotherapies individual;1;Placebo;0,0003;0,0003;0,0004;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2060;-2,0289;-0,3832;Short-term psychodynamic psychotherapies individual;1;Placebo;0,0002;0,0002;0,0001;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2649;-6,0240;-2,5058;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0191;0,0191;0,0045;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6954;-0,9516;-0,4392;Short-term psychodynamic psychotherapies individual;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7961;-2,2674;0,6753;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0191;0,0191;0,0245;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1339;-0,6040;0,3363;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0191;0,0191;0,1660;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3699;-2,6870;-0,0527;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0127;0,0127;0,0094;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4908;-2,8064;-0,1753;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0127;0,0127;0,0086;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Short-term psychodynamic psychotherapies individual;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-3,0273;-4,2338;-1,8208;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0320;0,0320;0,0107;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9947;-1,6485;-0,3408;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0181;0,0181;0,0185;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3694;-2,6810;-0,0578;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0191;0,0191;0,0141;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4690;-1,6685;0,7306;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0106;0,0106;0,0231;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7898;-2,0099;0,4303;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0016;0,0016;0,0020;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1574;-1,3610;1,0462;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0016;0,0016;0,0100;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6776;-1,2440;-0,1111;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0279;0,0279;0,0429;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,7004;-1,2687;-0,1320;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0714;0,0714;0,1135;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1619;-0,9296;0,6057;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0113;0,0113;0,0748;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5118;-1,6914;0,6677;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0098;0,0098;0,0195;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7115;-0,8636;-0,5594;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0002;0,0002;0,0003;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5210;-0,6319;-0,4101;Short-term psychodynamic psychotherapies individual;1;Placebo;0,0008;0,0008;0,0016;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3585;-0,9074;0,1904;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0132;0,0132;0,0381;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6287;-0,7834;-0,4741;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0014;0,0014;0,0022;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4000;-0,7489;-0,0511;Short-term psychodynamic psychotherapies individual;1;Placebo;0,0002;0,0002;0,0005;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6420;0,1398;1,1442;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0317;0,0317;0,0471;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,9011;-1,8823;0,0802;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0166;0,0166;0,0188;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8707;-3,3338;-0,4076;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0127;0,0127;0,0069;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9171;-1,4429;-0,3913;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0008;0,0008;0,0009;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7491;-2,2555;-1,2427;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0003;0,0003;0,0002;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6814;-1,2081;-0,1548;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0154;0,0154;0,0231;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1462;-0,9235;1,2158;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0024;0,0024;0,0163;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5692;-0,4384;1,5768;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0026;0,0026;0,0045;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3133;-0,4093;1,0360;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0023;0,0023;0,0073;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,6485;-1,8545;0,5576;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;0,0826;0,0826;0,1130;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9572;-1,5485;-0,3660;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0044;0,0044;0,0047;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3458;-2,3729;-0,3187;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0154;0,0154;0,0116;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8576;-1,1815;-0,5337;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0036;0,0036;0,0042;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3402;-1,8805;-0,7998;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0030;0,0030;0,0022;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3127;-2,1954;-0,4300;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0026;0,0026;0,0020;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6805;-1,2905;-0,0704;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0030;0,0030;0,0044;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,0004;-1,8423;1,8414;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;0,1932;0,1932;0,9978;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,3433;-1,8846;2,5713;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;0,1932;0,1932;1,2876;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,9015;-1,6179;-0,1851;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0023;0,0023;0,0025;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4470;-4,6934;-2,2005;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0003;0,0003;0,0001;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7578;-1,4575;-0,0581;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0021;0,0021;0,0028;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4572;-2,3743;-0,5400;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0069;0,0069;0,0047;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5629;-1,2077;0,0819;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0068;0,0068;0,0123;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8199;-1,5728;-0,0670;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0091;0,0091;0,0112;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5216;-1,3719;0,3287;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0067;0,0067;0,0131;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8702;-1,9126;0,1722;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0002;0,0002;0,0002;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2064;-2,0284;-0,3844;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0002;0,0002;0,0002;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2487;-6,0064;-2,4911;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0029;0,0029;0,0007;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6956;-0,9515;-0,4396;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0002;0,0002;0,0003;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7798;-2,2495;0,6898;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0029;0,0029;0,0037;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1176;-0,5857;0,3504;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0029;0,0029;0,0248;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3725;-2,6917;-0,0534;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0154;0,0154;0,0113;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4935;-2,8110;-0,1759;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0154;0,0154;0,0104;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-2,9981;-4,2022;-1,7939;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0027;0,0027;0,0009;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9787;-1,6309;-0,3265;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0021;0,0021;0,0022;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3532;-2,6628;-0,0436;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0029;0,0029;0,0021;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4706;-1,6712;0,7301;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0122;0,0122;0,0266;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7599;-1,9935;0,4736;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;0,0283;0,0283;0,0360;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1279;-1,3447;1,0888;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;0,0279;0,0279;0,1791;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6527;-1,2159;-0,0895;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0030;0,0030;0,0046;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6321;-1,1854;-0,0787;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0031;0,0031;0,0049;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1518;-0,9184;0,6148;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0012;0,0012;0,0077;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7123;-1,3819;-0,0428;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0025;0,0025;0,0036;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7116;-0,8635;-0,5597;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0003;0,0003;0,0004;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5221;-0,6329;-0,4113;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0003;0,0003;0,0005;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3495;-0,8973;0,1982;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0041;0,0041;0,0120;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6274;-0,7819;-0,4730;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0001;0,0001;0,0001;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4004;-0,7489;-0,0518;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0002;0,0002;0,0005;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6710;0,1730;1,1691;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0027;0,0027;0,0040;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8858;-1,8657;0,0940;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0014;0,0014;0,0016;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8734;-3,3383;-0,4085;Short-term psychodynamic psychotherapies individual + AD;1;Placebo;-0,0154;0,0154;0,0083;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,8987;-1,4038;-0,3935;SNRIs;1;Placebo;0,0176;0,0176;0,0192;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7446;-2,2294;-1,2599;SNRIs;1;Placebo;0,0042;0,0042;0,0024;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6513;-1,1660;-0,1365;SNRIs;1;Placebo;0,0148;0,0148;0,0222;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1432;-0,8853;1,1718;SNRIs;1;Placebo;-0,0053;0,0053;0,0359;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5748;-0,3912;1,5408;SNRIs;1;Placebo;0,0030;0,0030;0,0053;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3059;-0,3885;1,0004;SNRIs;1;Placebo;-0,0097;0,0097;0,0307;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7190;-1,7570;0,3189;SNRIs;1;Placebo;0,0121;0,0121;0,0165;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9393;-1,5095;-0,3691;SNRIs;1;Placebo;0,0135;0,0135;0,0141;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3146;-2,3035;-0,3257;SNRIs;1;Placebo;0,0158;0,0158;0,0118;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8576;-1,1784;-0,5368;SNRIs;1;Placebo;-0,0036;0,0036;0,0042;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3136;-1,8338;-0,7935;SNRIs;1;Placebo;0,0235;0,0235;0,0176;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,2902;-2,1384;-0,4420;SNRIs;1;Placebo;0,0199;0,0199;0,0152;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6782;-1,2632;-0,0932;SNRIs;1;Placebo;-0,0007;0,0007;0,0011;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1814;-1,4588;1,0960;SNRIs;1;Placebo;0,0123;0,0123;0,0634;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1624;-1,5910;1,9158;SNRIs;1;Placebo;0,0123;0,0123;0,0818;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,8914;-1,5778;-0,2049;SNRIs;1;Placebo;0,0079;0,0079;0,0088;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4396;-4,6334;-2,2458;SNRIs;1;Placebo;0,0071;0,0071;0,0021;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7464;-1,4185;-0,0744;SNRIs;1;Placebo;0,0092;0,0092;0,0122;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4375;-2,3232;-0,5517;SNRIs;1;Placebo;0,0128;0,0128;0,0088;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5340;-1,1611;0,0932;SNRIs;1;Placebo;0,0221;0,0221;0,0397;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,7005;-1,5623;0,1613;SNRIs;1;Placebo;0,1103;0,1103;0,1360;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,4781;-1,3077;0,3516;SNRIs;1;Placebo;0,0368;0,0368;0,0715;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8915;-1,9139;0,1308;SNRIs;1;Placebo;-0,0215;0,0215;0,0247;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2773;-2,3106;-0,2441;SNRIs;1;Placebo;-0,0711;0,0711;0,0590;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2430;-5,9592;-2,5268;SNRIs;1;Placebo;0,0029;0,0029;0,0007;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6576;-0,9182;-0,3969;SNRIs;1;Placebo;0,0378;0,0378;0,0544;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7741;-2,1939;0,6457;SNRIs;1;Placebo;0,0029;0,0029;0,0037;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1119;-0,5632;0,3394;SNRIs;1;Placebo;0,0029;0,0029;0,0251;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3423;-2,6070;-0,0777;SNRIs;1;Placebo;0,0148;0,0148;0,0109;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4633;-2,7263;-0,2003;SNRIs;1;Placebo;0,0148;0,0148;0,0100;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;SNRIs;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-2,9962;-4,1657;-1,8268;SNRIs;1;Placebo;-0,0009;0,0009;0,0003;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9710;-1,5961;-0,3459;SNRIs;1;Placebo;0,0056;0,0056;0,0057;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3475;-2,6010;-0,0940;SNRIs;1;Placebo;0,0029;0,0029;0,0021;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,3955;-1,5830;0,7920;SNRIs;1;Placebo;0,0629;0,0629;0,1372;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7764;-1,9562;0,4035;SNRIs;1;Placebo;0,0119;0,0119;0,0151;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1439;-1,3066;1,0189;SNRIs;1;Placebo;0,0119;0,0119;0,0767;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6527;-1,1956;-0,1099;SNRIs;1;Placebo;-0,0030;0,0030;0,0047;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6327;-1,1668;-0,0986;SNRIs;1;Placebo;-0,0037;0,0037;0,0059;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1403;-0,8760;0,5953;SNRIs;1;Placebo;0,0103;0,0103;0,0685;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7135;-1,3559;-0,0711;SNRIs;1;Placebo;-0,0038;0,0038;0,0053;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,4886;-1,6258;0,6485;SNRIs;1;Placebo;0,0134;0,0134;0,0266;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5147;-0,6259;-0,4034;SNRIs;1;Placebo;0,0071;0,0071;0,0137;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3378;-0,8650;0,1893;SNRIs;1;Placebo;0,0075;0,0075;0,0218;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6039;-0,7579;-0,4499;SNRIs;1;Placebo;0,0235;0,0235;0,0374;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,3850;-0,7382;-0,0318;SNRIs;1;Placebo;0,0151;0,0151;0,0378;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6645;0,1831;1,1458;SNRIs;1;Placebo;-0,0093;0,0093;0,0137;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8775;-1,8219;0,0669;SNRIs;1;Placebo;0,0070;0,0070;0,0079;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8432;-3,2592;-0,4272;SNRIs;1;Placebo;0,0148;0,0148;0,0080;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;0,0789;-0,9058;1,0636;SSRIs;1;Placebo;0,9952;0,9952;1,0861;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,5749;-1,1899;0,0401;SSRIs;1;Placebo;0,0911;0,0911;0,1368;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,5924;-0,6926;1,8774;SSRIs;1;Placebo;0,4438;0,4438;2,9871;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,7230;-0,4111;1,8572;SSRIs;1;Placebo;0,1513;0,1513;0,2646;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;1,0285;0,0013;2,0557;SSRIs;1;Placebo;0,7129;0,7129;2,2585;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7214;-1,8873;0,4445;SSRIs;1;Placebo;0,0097;0,0097;0,0132;TRUE;TRUE
