treatment_1,Acupuncture,Acupuncture + AD,Any AD,Any psychotherapy,Attention placebo,Behavioural therapies individual,Behavioural therapies individual + AD,Cognitive and cognitive behavioural therapies group,Cognitive and cognitive behavioural therapies group + AD,Cognitive and cognitive behavioural therapies individual,Cognitive and cognitive behavioural therapies individual + AD,Cognitive and cognitive behavioural therapies individual + placebo,Counselling individual,Counselling individual + AD,Counselling individual + placebo,Exercise group,Exercise group + AD,Exercise individual,Exercise individual + AD,Interpersonal psychotherapy (IPT) individual,Interpersonal psychotherapy (IPT) individual + AD,Interpersonal psychotherapy (IPT) individual + placebo,Light therapy,Light therapy + AD,Mindfulness or meditation group,Mirtazapine,Music therapy group,No treatment,Peer support group,Peer support group + AD,Placebo,Problem solving group,Problem solving individual,Psychoeducation group,Psychoeducation group + AD,Relaxation individual + AD,Relaxation individual + placebo,SNRIs,SSRIs,Self-help,Self-help with support,Sham acupuncture,Short-term psychodynamic psychotherapies individual,Short-term psychodynamic psychotherapies individual + AD,TAU,TCAs,Trazodone,Waitlist,Yoga group,Yoga group + AD
Interpersonal psychotherapy (IPT) individual + AD,0.11291584278726782,-0.263493253495127,0.40722914404508354,0.9193527261306971,0.9603873737613966,1.1431419939579988,0.2804666989674982,0.14419062690267406,0.07424437479580312,0.23541950073544263,-0.13912167168034886,-0.08353030420483844,0.3209779758553407,0.5827133363531122,0.7553488785023668,0.17833643746084157,-1.1062143651661327,0.24879313152068397,-0.07074981798132451,0.40323890260380896,NA,0.4259788519397022,0.19092454827300726,0.040689793676791396,-1.4733239981988266,0.308987668925446,0.260464225987986,0.5929059426520932,0.06336041309560138,0.002922939918523802,0.614186681791817,-0.8453828545549142,0.16960776009175285,-0.02553337853397646,0.4952163303972466,0.23555543886669406,0.5506405442303128,0.32791288048747397,0.35595687208561505,0.35250496875649595,0.3651294157884259,0.5276076970888398,0.33849551141979695,0.4600763880369645,0.4761367605555286,0.3137505618878509,0.43063115492100756,1.0525845600417167,0.22623242499355772,-0.1874260900162064
Interpersonal psychotherapy (IPT) individual + placebo,-0.010806160979079766,-0.38721525726147454,0.2835071402787359,0.7956307223643494,0.8366653699950489,1.0194199901916512,0.15674469520115053,0.02046862313632641,-0.04947762897054448,0.11169749696909502,-0.2628436754466965,-0.20725230797118604,0.19725597208899312,0.4589913325867645,0.6316268747360191,0.05461443369449398,-1.2299363689324803,0.12507112775433638,-0.1944718217476721,0.27951689883746134,0.17853484440700695,NA,0.06720254450665966,-0.08303221008955619,-1.5970460019651742,0.1852656651590984,0.13674222222163843,0.46918393888574556,-0.06036159067074628,-0.12079906384782378,0.49046467802546934,-0.9691048583212619,0.04588575632540525,-0.14925538230032404,0.37149432663089893,0.11183343510034645,0.42691854046396516,0.20419087672112637,0.2322348683192674,0.22878296499014836,0.24140741202207824,0.4038856933224922,0.2147735076534493,0.33635438427061687,0.35241475678918094,0.1900285581215032,0.30690915115465994,0.9288625562753692,0.10251042122721013,-0.31114809378255404
Light therapy,0.2242481426876152,-0.1521609535947796,0.5185614439454309,1.0306850260310443,1.0717196736617438,1.254474293858346,0.3917989988678455,0.25552292680302136,0.1855766746961505,0.34675180063579,-0.027789371780001466,0.027801995695508924,0.4323102757556881,0.6940456362534595,0.8666811784027141,0.2896687373611889,-0.9948820652657853,0.3601254314210313,0.04058248191902285,0.5145712025041563,0.41358914807370195,0.5373111518400496,NA,0.15202209357713875,-1.3619916982984792,0.4203199688257933,0.3717965258883334,0.7042382425524405,0.17469271299594866,0.11425523981887117,0.7255189816921643,-0.734050554654567,0.2809400599921002,0.08579892136637092,0.6065486302975939,0.34688773876704143,0.6619728441306602,0.4392451803878213,0.46728917198596237,0.4638372686568433,0.4764617156887732,0.6389399969891871,0.44982781132014427,0.5714086879373118,0.5874690604558759,0.4250828617881982,0.5419634548213549,1.1639168599420642,0.33756472489390504,-0.07609379011585903
Light therapy + AD,0.37448289728383105,-0.0019261989985637441,0.6687961985416467,1.1809197806272602,1.2219544282579597,1.404709048454562,0.5420337534640614,0.40575768139923724,0.33581142929236635,0.4969865552320058,0.12244538281621431,0.17803675029172478,0.582545030351904,0.8442803908496753,1.01691593299893,0.4399034919574048,-0.8446473106695694,0.5103601860172472,0.1908172365152387,0.6648059571003722,0.5638239026699178,0.6875459064362655,0.45249160276957046,NA,-1.2117569437022635,0.5705547234220092,0.5220312804845493,0.8544729971486563,0.3249274675921645,0.264489994415087,0.8757537362883802,-0.5838158000583511,0.431174814588316,0.2360336759625868,0.7567833848938098,0.49712249336325726,0.812207598726876,0.5894799349840372,0.6175239265821783,0.6140720232530592,0.6266964702849891,0.7891747515854031,0.6000625659163601,0.7216434425335276,0.7377038150520918,0.575317616384414,0.6921982094175708,1.3141516145382801,0.4877994794901209,0.07414096448035676
Mindfulness or meditation group,1.888496689159449,1.5120875928770543,2.182809990417265,2.6949335725028782,2.7359682201335778,2.91872284033018,2.0560475453396796,1.9197714732748552,1.8498252211679844,2.011000347107624,1.6364591746918324,1.6920505421673429,2.096558822227522,2.3582941827252935,2.530929724874548,1.9539172838330228,0.6693664812060486,2.024373977892865,1.7048310283908568,2.1788197489759904,2.077837694545536,2.2015596983118835,1.9665053946451885,1.8162706400489728,NA,2.084568515297627,2.0360450723601673,2.3684867890242742,1.8389412594677825,1.7785037862907052,2.3897675281639983,0.9301979918172669,1.945188606463934,1.7500474678382048,2.270797176769428,2.011136285238875,2.3262213906024938,2.103493726859655,2.131537718457796,2.128085815128677,2.140710262160607,2.303188543461021,2.114076357791978,2.2356572344091457,2.25171760692771,2.089331408260032,2.206212001293189,2.828165406413898,2.001813271365739,1.5881547563559748
Mirtazapine,0.10618502203517645,-0.27022407424721834,0.4004983232929922,0.9126219053786057,0.9536565530093052,1.1364111732059072,0.2737358782154068,0.13745980615058262,0.06751355404371175,0.22868867998335124,-0.1458524924324402,-0.09026112495692983,0.31424715510324935,0.5759825156010208,0.7486180577502753,0.1716056167087502,-1.112945185918224,0.24206231076859258,-0.0774806387334159,0.39650808185171754,0.2955260274212632,0.41924803118761084,0.18419372752091587,0.033958972924700015,-1.480054818950918,NA,0.25373340523589466,0.5861751219000018,0.05662959234350993,-0.0038078808335675752,0.6074558610397256,-0.8521136753070057,0.16287693933966146,-0.032264199286067816,0.4884855096451552,0.22882461811460267,0.5439097234782214,0.32118205973538255,0.34922605133352363,0.3457741480044046,0.35839859503633453,0.5208768763367484,0.33176469066770553,0.45334556728487313,0.4694059398034372,0.30701974113575947,0.4239003341689162,1.0458537392896254,0.21950160424146634,-0.19415691076829777
Music therapy group,0.15470846497263643,-0.22170063130975837,0.4490217662304521,0.9611453483160656,1.0021799959467652,1.1849346161433674,0.3222593211528667,0.1859832490880426,0.11603699698117172,0.2772121229208112,-0.09732904949498032,-0.04173768201946985,0.3627705980407093,0.6245059585384807,0.7971415006877353,0.22012905964621018,-1.064421742980764,0.29058575370605255,-0.02895719579595592,0.4450315247891775,0.3440494703587232,0.46777147412507075,0.23271717045837578,0.08248241586216,-1.431531376013458,0.35078029111081455,NA,0.6346985648374617,0.10515303528096992,0.04471556210389241,0.6559793039771855,-0.8035902323695457,0.21140038227712146,0.01625924365139215,0.5370089525826152,0.2773480610520626,0.5924331664156813,0.3697055026728425,0.3977494942709836,0.39429759094186456,0.40692203797379445,0.5694003192742084,0.3802881336051655,0.5018690102223331,0.5179293827408972,0.3555431840732194,0.4724237771063761,1.0943771822270854,0.2680250471789263,-0.14563346783083786
No treatment,-0.17773325169147064,-0.5541423479738655,0.11658004956634498,0.6287036316519585,0.66973827928265794,0.8524928994792602,-0.010182395511240365,-0.14645846757606448,-0.21640471968293537,-0.05522959374329593,-0.42977076615908744,-0.374179398683577,0.030328881376602165,0.2920642418743736,0.4646997840236282,-0.11231265701789689,-1.3968634596448712,-0.04185596295805461,-0.36139891246006306,0.11258980812507038,0.01160775369461605,0.13532975746096365,-0.0997245462057313,-0.24995930080194717,-1.763973092677565,0.01833857444670744,-0.030184868490752543,NA,-0.22728868138313718,-0.2877261545602148,0.3235375873130784,-1.1360319490336528,-0.12104133438698571,-0.3161824730127149,0.204567235918508,-0.05509365561204453,0.25999144975157423,0.03726378600873541,0.06530777760687645,0.06185587427775739,0.07448032130968736,0.2369586026101013,0.04784641694105841,0.16942729355822592,0.18548766607679001,0.02310146740911231,0.13998206044226902,0.7619354655629783,-0.06441666948518084,-0.47807518449494496
Peer support group,0.3518122778650211,-0.024596818417373725,0.6461255791228367,1.1582491612084502,1.1992838088391498,1.382038429035752,0.5193631340452515,0.3830870619804273,0.3131408098735564,0.4743159358131959,0.0997747633974044,0.15536613087291487,0.559874410933094,0.8216097714308653,0.99424531358012,0.41723287253859487,-0.8673179300883794,0.4876895665984372,0.16814661709642872,0.6421353376815622,0.5411532832511079,0.6648752870174555,0.4298209833507605,0.27958622875454464,-1.2344275631210735,0.5478841040031992,0.4993606610657393,0.8318023777298464,NA,0.24181937499627704,0.8530831168695702,-0.6064864194771611,0.40850419516950615,0.21336305654377685,0.7341127654749998,0.4744518739444473,0.7895369793080661,0.5668093155652272,0.5948533071633683,0.5914014038342492,0.6040258508661791,0.7665041321665931,0.5773919464975502,0.6989728231147178,0.7150331956332818,0.5526469969656042,0.6695275899987608,1.2914809951194701,0.465128860071311,0.051470345061546845
Peer support group + AD,0.41224975104209866,0.03584065475970385,0.7065630522999143,1.2186866343855278,1.2597212820162274,1.4424759022128295,0.579800607222329,0.44352453515750484,0.37357828305063395,0.5347534089902735,0.16021223657448191,0.21580360404999238,0.6203118841101716,0.8820472446079429,1.0546827867571975,0.4776703457156724,-0.8068804569113018,0.5481270397755148,0.2285840902735063,0.7025728108586398,0.6015907564281854,0.725312760194533,0.490258456527838,0.3400237019316222,-1.173990089943996,0.6083215771802768,0.5597981342428169,0.8922398509069239,0.3626943213504321,NA,0.9135205900466478,-0.5460489463000835,0.46894166834658363,0.2738005297208544,0.7945502386520774,0.5348893471215248,0.8499744524851436,0.6272467887423048,0.6552907803404459,0.6518388770113268,0.6644633240432567,0.8269416053436706,0.6378294196746277,0.7594102962917952,0.7754706688103593,0.6130844701426816,0.7299650631758383,1.3519184682965475,0.5255663332483885,0.11190781823862442
Placebo,-0.19901399083119453,-0.5754230871135892,0.0952993104266212,0.6074228925122347,0.6484575401429342,0.8312121603395364,-0.03146313465096415,-0.16773920671578837,-0.2376854588226592,-0.07651033288301973,-0.4510515052988112,-0.39546013782330075,0.009048142236878382,0.2707835027346498,0.4434190448839044,-0.13359339615762078,-1.418144198784595,-0.0631367020977784,-0.38267965159978684,0.09130906898534659,-0.00967298544510773,0.11404901832123987,-0.12100528534545509,-0.27124003994167095,-1.785253831817289,-0.002942164693016353,-0.05146560763047633,0.28097610903363074,-0.24856942052286107,-0.30900689369993856,NA,-1.1573126881733766,-0.1423220735267095,-0.3374632121524388,0.18328649677878422,-0.07637439475176831,0.23871071061185042,0.015983046869011613,0.04402703846715266,0.04057513513803361,0.05319958216996355,0.21567786347037743,0.026565677801334536,0.14814655441850214,0.16420692693706623,0.0018207282693885282,0.11870132130254522,0.7406547264232545,-0.08569740862490463,-0.49935592363466874
Problem solving group,1.2605555455155368,0.884146449233142,1.5548688467733525,2.066992428858966,2.1080270764896656,2.2907816966862677,1.428106401695767,1.291830329630943,1.221884077524072,1.3830592034637115,1.00851803104792,1.0641093985234304,1.4686176785836096,1.730353039081381,1.9029885812306357,1.3259761401891106,0.041425337562136254,1.396432834248953,1.0768898847469444,1.5508786053320778,1.4498965509016235,1.573618554667971,1.338564251001276,1.1883294964050604,-0.32568429547055766,1.4566273716537148,1.408103928716255,1.740545645380362,1.2110001158238701,1.1505626426467928,1.7618263845200859,NA,1.3172474628200217,1.1221063241942926,1.6428560331255155,1.383195141594963,1.6982802469585816,1.4755525832157428,1.503596574813884,1.5001446714847648,1.512769118516695,1.6752473998171087,1.486135214148066,1.6077160907652335,1.6237764632837974,1.4613902646161196,1.5782708576492765,2.2002242627699857,1.3738721277218267,0.9602136127120625
Problem solving individual,0.2455649308688696,-0.1308441654135252,0.5398782321266853,1.0520018142122989,1.0930364618429984,1.2757910820396006,0.4131157870490999,0.2768397149842758,0.2068934628774049,0.3680685888170444,-0.006472583598747156,0.04911878387676333,0.45362706393694247,0.7153624244347139,0.8879979665839685,0.31098552554244335,-0.9735652770845309,0.3814422196022857,0.06189927010027724,0.5358879906854107,0.4349059362549563,0.558627940021304,0.323573636354609,0.17333888175839315,-1.3406749101172248,0.44163675700704774,0.39311331406958777,0.7255550307336949,0.1960095011772031,0.13557202800012558,0.7468357698734187,-0.7127337664733125,NA,0.10711570954762532,0.6278654184788484,0.3682045269482958,0.6832896323119145,0.4605619685690757,0.48860596016721675,0.4851540568380977,0.49777850387002764,0.6602567851704415,0.4711445995013987,0.5927254761185663,0.6087858486371304,0.4463996499694526,0.5632802430026094,1.1852336481233186,0.3588815130751595,-0.0547770019346047
Psychoeducation group,0.4407060694945989,0.06429697321220411,0.7350193707524145,1.247142952838028,1.2881776004687275,1.4709322206653297,0.6082569256748291,0.471980853610005,0.40203460150313414,0.5632097274427736,0.18866855502698215,0.24425992250249262,0.6487682025626718,0.9105035630604431,1.0831391052096977,0.5061266641681726,-0.7784241384588017,0.576583358228015,0.25704040872600653,0.73102912931114,0.6300470748806856,0.7537690786470332,0.5187147749803382,0.3684800203841224,-1.1455337714914955,0.636777895632777,0.5882544526953171,0.9206961693594241,0.39115063980293235,0.3307131666258548,0.941976908499148,-0.5175926278475833,0.49739798679908387,NA,0.8230065571045776,0.5633456655740251,0.8784307709376438,0.655703107194805,0.683747098792946,0.680295195463827,0.6929196424957569,0.8553979237961709,0.666285738127128,0.7878666147442955,0.8039269872628596,0.6415407885951818,0.7584213816283386,1.380374786749048,0.5540226517008887,0.1403641366911246
Psychoeducation group + AD,-0.08004363943662413,-0.4564527357190189,0.21426966182119156,0.726393243906805,0.7674278915375046,0.9501825117341067,0.08750721674360619,-0.04876885532121795,-0.11871510742808881,0.04246001851155068,-0.33208115390424087,-0.27648978642873034,0.1280184936314488,0.38975385412922015,0.5623893962784747,-0.014623044763050371,-1.2991738473900245,0.05583364929679201,-0.26370930020521643,0.210279420379917,0.10929736594946261,0.23301936971581025,-0.0020349339508846822,-0.15226968854710055,-1.6662834804227187,0.11602818670155397,0.06750474376409407,0.3999464604282012,-0.12959906912829064,-0.19003654230536815,0.421227199567925,-1.0383423367788063,-0.023351722132139086,-0.2184928607578684,NA,0.04259595664280209,0.3576810620064208,0.13495339826358202,0.16299738986172305,0.159545486532604,0.1721699335645339,0.33464821486494783,0.14553602919590494,0.2671169058130725,0.2831772783316366,0.12079107966395886,0.23767167269711562,0.8596250778178248,0.03327294276966578,-0.38038557224009845
Relaxation individual + AD,0.1796172520939284,-0.19679184418846637,0.4739305533517441,0.9860541354373575,1.027088783068057,1.2098434032646592,0.3471681082741587,0.21089203620933455,0.1409457841024637,0.3021209100421032,-0.07242026237368833,-0.01682889489817786,0.3876793851620013,0.6494147456597726,0.8220502878090273,0.24503784676750215,-1.0395129558594722,0.3154945408273445,-0.004048408674663943,0.4699403119104695,0.36895825748001515,0.49268026124636277,0.2576259575796678,0.10739120298345196,-1.4066225888921662,0.3756890782321065,0.3271656352946466,0.6596073519587536,0.13006182240226188,0.06962434922518437,0.6808880910984775,-0.7786814452482538,0.23630916939841343,0.04116803077268412,0.5619177397039071,NA,0.6173419535369733,0.3946142897941345,0.42265828139227557,0.4192063780631565,0.4318308250950864,0.5943091063955004,0.40519692072645747,0.5267777973436251,0.5428381698621891,0.3804519711945114,0.4973325642276681,1.1192859693483772,0.29293383430021824,-0.1207246807095459
Relaxation individual + placebo,-0.13546785326969035,-0.5118769495520852,0.1588454479881254,0.6709690300737389,0.7120036777044384,0.8947582979010406,0.03208300291054002,-0.10419306915428418,-0.17413932126115506,-0.01296419532151556,-0.387505367737307,-0.3319140002617966,0.07259427979838255,0.334329640296154,0.5069651824454086,-0.07004725859611659,-1.3545980612230908,4.0943546372578947e-4,-0.3191335140382827,0.15485520654685075,0.05387315211639645,0.17759515588274405,-0.05745914778395093,-0.20769390238016677,-1.7217076942557847,0.060603972868487815,0.012080529931027836,0.344522246595135,-0.18502328296135687,-0.24546075613843438,0.36580298573485875,-1.0937665506118726,-0.07877593596520532,-0.2739170745909346,0.2468326343402884,-0.012828257190264127,NA,0.07952918443051578,0.10757317602865683,0.10412127269953778,0.11674571973146773,0.2792240010318816,0.09011181536283872,0.21169269198000631,0.22775306449857038,0.0653668658308927,0.1822474588640494,0.8042008639847587,-0.022151271063400445,-0.43580978607316456
SNRIs,0.08725981047314849,-0.2891492858092463,0.3815731117309642,0.8936966938165777,0.9347313414472772,1.1174859616438793,0.2548106666533788,0.11853459458855466,0.048588342481683776,0.20976346842132326,-0.16477770399446828,-0.10918633651895779,0.2953219435412214,0.5570573040389928,0.7296928461882474,0.15268040514672224,-1.131870397480252,0.2231370992065646,-0.09640585029544387,0.37758287028968957,0.27660081585923524,0.40032281962558286,0.1652685159588879,0.015033761362672045,-1.498980030512946,0.28333163661132665,0.23480819367386668,0.5672499103379738,0.03770438078148196,-0.022733092395595542,0.5885306494776976,-0.8710388868690337,0.1439517277776335,-0.051189410848095786,0.4695602980831272,0.2098994065525747,0.5249845119161934,NA,0.33030083977149566,0.3268489364423766,0.33947338347430656,0.5019516647747204,0.31283947910567755,0.43442035572284515,0.4504807282414092,0.2880945295737315,0.4049751226068882,1.0269285277275975,0.20057639267943836,-0.21308212233032575
SSRIs,0.05921581887500743,-0.31719327740738734,0.3535291201328231,0.8656527022184366,0.9066873498491361,1.0894419700457383,0.22676667505523773,0.09049060299041362,0.02054435088354273,0.18171947682318224,-0.19282169559260928,-0.13723032811709882,0.26727795194308035,0.5290133124408517,0.7016488545901063,0.12463641354858118,-1.1599143890783932,0.19509310760842355,-0.1244498418935849,0.34953887869154854,0.24855682426109418,0.3722788280274418,0.13722452436074686,-0.013010230235468996,-1.5270240221110871,0.25528764501318557,0.20676420207572563,0.5392059187398327,0.009660389183340914,-0.05077708399373659,0.5604866578795565,-0.8990828784671747,0.11590773617949246,-0.07923340244623683,0.44151630648498613,0.18185541495443364,0.49694052031805236,0.27421285657521355,NA,0.29880494484423553,0.3114293918761655,0.4739076731765794,0.2847954875075365,0.40637636412470407,0.42243673664326814,0.2600505379755904,0.37693113100874714,0.9988845361294564,0.17253240108129733,-0.24112611392846686
Self-help,0.06266772220412649,-0.3137413740782683,0.35698102346194216,0.8691046055475556,0.9101392531782552,1.0928938733748574,0.2302185783843568,0.09394250631953265,0.02399625421266178,0.18517138015230128,-0.18936979226349027,-0.13377842478797977,0.2707298552721994,0.5324652157699707,0.7051007579192253,0.12808831687770025,-1.156462485749274,0.19854501093754262,-0.12099793856446586,0.3529907820206676,0.2520087275902132,0.3757307313565609,0.14067642768986585,-0.009558326906349926,-1.523572118781968,0.2587395483423046,0.21021610540484467,0.5426578220689517,0.013112292512459975,-0.04732518066461752,0.5639385612086756,-0.8956309751380557,0.11935963950861152,-0.07578149911711778,0.4449682098141052,0.1853073182835527,0.5003924236471714,0.2776647599043326,0.3057087515024737,NA,0.3148812952052845,0.47735957650569844,0.28824739083665557,0.4098282674538231,0.4258886399723872,0.26350244130470946,0.3803830343378662,1.0023364394585754,0.17598430441041632,-0.2376742105993478
Self-help with support,0.05004327517219655,-0.32636582111019824,0.3443565764300123,0.8564801585156258,0.8975148061463253,1.0802694263429276,0.2175941313524269,0.0813180592876027,0.011371807180731835,0.17254693312037134,-0.20199423929542012,-0.14640287181990974,0.25810540824026945,0.5198407687380409,0.6924763108872954,0.1154638698457703,-1.169086932781204,0.18592056390561268,-0.1336223855963958,0.34036633498873764,0.2393842805582833,0.36310628432463093,0.12805198065793597,-0.02218277393827988,-1.5361965658138979,0.2461151013103747,0.19759165837291473,0.5300333750370219,4.8784548053001285e-4,-0.05994962769654748,0.5513141141767457,-0.9082554221699857,0.10673519247668158,-0.08840594614904773,0.4323437627821753,0.17268287125162277,0.48776797661524146,0.26504031287240265,0.29308430447054373,0.2896324011414247,NA,0.4647351294737685,0.27562294380472563,0.39720382042189323,0.4132641929404573,0.25087799427277957,0.3677585873059363,0.9897119924266455,0.16335985737848643,-0.2502986576312777
Sham acupuncture,-0.11243500612821733,-0.48884410241061216,0.18187829512959833,0.6940018772152118,0.7350365248459113,0.9177911450425136,0.05511585005201297,-0.08116022201281116,-0.15110647411968203,0.010068651819957393,-0.36447252059583407,-0.3088811531203236,0.09562712693985556,0.35736248743762694,0.5299980295868816,-0.04701441145464358,-1.3315652140816179,0.023442282605198806,-0.2961006668968097,0.17788805368832372,0.0769059992578694,0.20062800302421704,-0.03442630064247798,-0.18466105523869386,-1.6986748471143118,0.08363682000996077,0.035113377072500854,0.36755509373660794,-0.16199043581988384,-0.22242790899696144,0.3888358328763318,-1.0707337034703994,-0.05574308882373238,-0.2508842274494616,0.26986548148176137,0.01020458995120889,0.32528969531482754,0.10256203157198875,0.13060602317012984,0.1271541198410108,0.13977856687294068,NA,0.11314466250431172,0.2347255391214793,0.2507859116400434,0.08839971297236565,0.2052803060055224,0.8272337111262316,8.815760780724897e-4,-0.4127769389316916
Short-term psychodynamic psychotherapies individual,0.07667717954082555,-0.29973191674156935,0.3709904807986412,0.8831140628842548,0.9241487105149542,1.1069033307115563,0.24422803572105584,0.1079519636562317,0.038005711549360846,0.19918083748900028,-0.17536033492679118,-0.11976896745128071,0.2847393126088984,0.5464746731066699,0.7191102152559244,0.14209777421439929,-1.1424530284125751,0.21255446827424163,-0.10698848122776687,0.3670002393573666,0.26601818492691226,0.3897401886932599,0.1546858850265649,0.004451130430349047,-1.509562661445269,0.2727490056790037,0.22422556274154368,0.5566672794056509,0.02712174984915902,-0.03331572332791854,0.5779480185453746,-0.8816215178013567,0.1333690968453105,-0.06177204178041873,0.45897766715080424,0.19931677562025177,0.5144018809838704,0.29167421724103165,0.3197182088391727,0.31626630551005364,0.3288907525419836,0.4913690338423975,NA,0.4238377247905222,0.43989809730908624,0.2775118986414085,0.39439249167456525,1.0163458967952745,0.18999376174711538,-0.22366475326264873
Short-term psychodynamic psychotherapies individual + AD,-0.04490369707634204,-0.4213127933587368,0.24940960418147362,0.7615331862670871,0.8025678338977866,0.9853224540943889,0.12264715910388825,-0.013628912960935885,-0.08357516506780674,0.07759996087183275,-0.29694121154395875,-0.2413498440684483,0.16315843599173085,0.4248937964895022,0.5975293386387569,0.0205168975972317,-1.2640339050297427,0.09097359165707408,-0.22856935784493437,0.24541936274019907,0.1444373083097447,0.26815931207609234,0.0331050084093973,-0.11712974618681847,-1.6311435380624366,0.15116812906183605,0.10264468612437615,0.43508640278848326,-0.09445912676800856,-0.15489659994508606,0.45636714192820704,-1.0032023944185242,0.011788220228142987,-0.18335291839758633,0.3373967905336367,0.07773589900308417,0.39282100436670286,0.17009334062386403,0.19813733222200514,0.19468542889288606,0.20730987592481598,0.3697881572252299,0.18067597155618703,NA,0.3183172206919187,0.15593102202424095,0.2728116150573977,0.8947650201781069,0.06841288512994778,-0.34524562987981633
TAU,-0.06096406959490611,-0.4373731658773009,0.23334923166290955,0.745472813748523,0.7865074613792226,0.9692620815758247,0.10658678658532418,-0.02968928547949994,-0.09963553758637084,0.06153958835326868,-0.3130015840625229,-0.2574102165870124,0.14709806347316676,0.4088334239709382,0.5814689661201928,0.004456525078667631,-1.2800942775483066,0.07491321913851001,-0.24462973036349847,0.229358990221635,0.1283769357911806,0.25209893955752827,0.017044635890833236,-0.13319011870538253,-1.6472039105810006,0.13510775654327198,0.08658431360581206,0.4190260302699192,-0.11051949928657263,-0.17095697246365013,0.440306769409643,-1.0192627669370884,-0.004272152290421099,-0.1994132909161504,0.3213364180150726,0.06167552648452009,0.3767606318481388,0.15403296810529996,0.18207695970344104,0.178625056374322,0.1912495034062519,0.3537277847066658,0.16461559903762296,0.2861964756547905,NA,0.13987064950567688,0.25675124253883364,0.8787046476595428,0.0523525126113837,-0.3613060023983804
TCAs,0.10142212907277158,-0.27498696720962323,0.3957354303305873,0.9078590124162008,0.9488936600469003,1.1316482802435026,0.26897298525300195,0.1326969131881778,0.06275066108130686,0.22392578702094637,-0.1506153853948451,-0.09502401791933471,0.30948426214084446,0.5712196226386159,0.7438551647878705,0.16684272374634532,-1.1177080788806288,0.2372994178061877,-0.08224353169582078,0.3917451888893127,0.2907631344588584,0.414485138225206,0.179430834558511,0.029196079962295143,-1.484817711913323,0.29749395521094973,0.24897051227348976,0.5814122289375969,0.051866699381105115,-0.008570773795972444,0.6026929680773208,-0.8568765682694106,0.1581140463772566,-0.037027092248472705,0.48372261668275035,0.2240617251521978,0.5391468305158166,0.3164191667729777,0.34446315837111874,0.3410112550419997,0.35363570207392964,0.5161139833743436,0.3270017977053007,0.44858267432246823,0.46464304684103236,NA,0.4191374412065113,1.0410908463272206,0.21473871127906147,-0.19891980373070267
Trazodone,-0.015458463960385128,-0.3918675602427799,0.27885483729743055,0.790978419383044,0.8320130670137436,1.0147676872103457,0.1520923922198452,0.01581632015502105,-0.05412993195184982,0.10704519398778967,-0.2674959784280019,-0.21190461095249138,0.19260366910768775,0.4543390296054592,0.6269745717547138,0.04996213071318862,-1.2345886719137855,0.120418824773031,-0.19912412472897745,0.27486459585615597,0.17388254142570161,0.29760454519204926,0.06255024152535422,-0.08768451307086156,-1.6016983049464795,0.18061336217779297,0.13208991924033306,0.4645316359044402,-0.06501389365205165,-0.12545136682912914,0.48581237504416397,-0.9737571613025672,0.041233453344099905,-0.1539076852816294,0.3668420236495936,0.10718113211904108,0.4222662374826598,0.19953857373982095,0.22758256533796203,0.224130662008843,0.2367551090407729,0.3992333903411868,0.21012120467214396,0.33170208128931156,0.3477624538078756,0.18537625514019787,NA,0.9242102532940638,0.09785811824590471,-0.3158003967638594
Waitlist,-0.6374118690810944,-1.013820965363489,-0.34309856782327863,0.16902501426233482,0.21005966189303438,0.39281428208963654,-0.46986101290086396,-0.6061370849656882,-0.6760833370725591,-0.5149082111329195,-0.8894493835487111,-0.8338580160732006,-0.42934973601302145,-0.16761437551525002,0.005021166634004545,-0.5719912744075206,-1.856542077034495,-0.5015345803476783,-0.8210775298496866,-0.3470888092645532,-0.44807086369500754,-0.32434885992865997,-0.5594031635953549,-0.7096379181915707,-2.223651710067189,-0.4413400429429162,-0.48986348588037615,-0.15742176921626908,-0.686967298772761,-0.7474047719498383,-0.1361410300765452,-1.5957105664232765,-0.5807199517766093,-0.7758610904023386,-0.2551113814711156,-0.5147722730016682,-0.19968716763804936,-0.4224148313808882,-0.3943708397827472,-0.3978227431118662,-0.3851982960799363,-0.22272001477952239,-0.41183220044856533,-0.2902513238313977,-0.2741909513128336,-0.4365771499805113,-0.3196965569473546,NA,-0.5240952868748044,-0.9377538018845686
Yoga group,0.18894026596706473,-0.18746883031533007,0.4832535672248804,0.9953771493104939,1.0364117969411935,1.2191664171377956,0.35649112214729506,0.2202150500824709,0.15026879797560003,0.3114439239152395,-0.06309724850055194,-0.0075058810250415425,0.3970023990351376,0.658737759532909,0.8313733016821636,0.25436086064063845,-1.0301899419863358,0.32481755470048085,0.005274605198472386,0.4792633257836058,0.3782812713531515,0.5020032751194992,0.26694897145280416,0.11671421685658828,-1.3972995750190298,0.38501209210524284,0.3364886491677829,0.66893036583189,0.1393848362753982,0.07894736309832069,0.6902111049716139,-0.7693584313751174,0.24563218327154973,0.05049104464582045,0.5712407535770434,0.31157986204649096,0.6266649674101097,0.4039373036672708,0.4319812952654119,0.42852939193629286,0.44115383896822274,0.6036321202686367,0.4145199345995938,0.5361008112167613,0.5521611837353254,0.38977498506764774,0.5066555781008045,1.1286089832215136,NA,-0.11140166683640948
