network_estimate_raw,direct_comparison_raw,contribution,estimate_norm,direct_norm,network_estimate,contribution_pct,rank
Acupuncture + AD:Any AD,Acupuncture + AD:SSRIs,0.24959753731389087,Acupuncture+AD:AnyAD,Acupuncture+AD:SSRIs,Acupuncture + AD:Any AD,24.95975373138922,1
Acupuncture + AD:Any AD,Any AD:Cognitive and cognitive behavioural therapies individual,0.09652035771377339,Acupuncture+AD:AnyAD,AnyAD:Cognitiveandcognitivebehaviouraltherapiesindividual,Acupuncture + AD:Any AD,9.652035771377392,2
Acupuncture + AD:Any AD,SSRIs:TCAs,0.05586664929132764,Acupuncture+AD:AnyAD,SSRIs:TCAs,Acupuncture + AD:Any AD,5.5866649291327946,3
Acupuncture + AD:Any AD,Placebo:SSRIs,0.04220907683099005,Acupuncture+AD:AnyAD,Placebo:SSRIs,Acupuncture + AD:Any AD,4.220907683099028,4
Acupuncture + AD:Any AD,Cognitive and cognitive behavioural therapies individual:TCAs,0.03626250575935443,Acupuncture+AD:AnyAD,Cognitiveandcognitivebehaviouraltherapiesindividual:TCAs,Acupuncture + AD:Any AD,3.626250575935462,5
Acupuncture + AD:Any AD,Cognitive and cognitive behavioural therapies individual:SSRIs,0.027927586579749406,Acupuncture+AD:AnyAD,Cognitiveandcognitivebehaviouraltherapiesindividual:SSRIs,Acupuncture + AD:Any AD,2.7927586579749555,6
Acupuncture + AD:Any AD,SNRIs:SSRIs,0.02727710474546743,Acupuncture+AD:AnyAD,SNRIs:SSRIs,Acupuncture + AD:Any AD,2.7277104745467575,7
Acupuncture + AD:Any AD,Any AD:Cognitive and cognitive behavioural therapies group,0.02484143488671825,Acupuncture+AD:AnyAD,AnyAD:Cognitiveandcognitivebehaviouraltherapiesgroup,Acupuncture + AD:Any AD,2.4841434886718385,8
Acupuncture + AD:Any AD,Any AD:Interpersonal psychotherapy (IPT) individual,0.02454806911706814,Acupuncture+AD:AnyAD,AnyAD:Interpersonalpsychotherapy(IPT)individual,Acupuncture + AD:Any AD,2.454806911706827,9
Acupuncture + AD:Any AD,Any AD:Cognitive and cognitive behavioural therapies individual + AD,0.02186803046102718,Acupuncture+AD:AnyAD,AnyAD:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Acupuncture + AD:Any AD,2.18680304610273,10
Acupuncture + AD:Any psychotherapy,Acupuncture + AD:SSRIs,0.24316834247446564,Acupuncture+AD:Anypsychotherapy,Acupuncture+AD:SSRIs,Acupuncture + AD:Any psychotherapy,24.316834247446806,1
Acupuncture + AD:Any psychotherapy,Any psychotherapy:Behavioural therapies individual,0.13492501046656455,Acupuncture+AD:Anypsychotherapy,Anypsychotherapy:Behaviouraltherapiesindividual,Acupuncture + AD:Any psychotherapy,13.49250104665659,2
Acupuncture + AD:Any psychotherapy,Any psychotherapy:Short-term psychodynamic psychotherapies individual,0.1082433320079011,Acupuncture+AD:Anypsychotherapy,Anypsychotherapy:Short-termpsychodynamicpsychotherapiesindividual,Acupuncture + AD:Any psychotherapy,10.824333200790218,3
Acupuncture + AD:Any psychotherapy,Behavioural therapies individual:SSRIs,0.07365039822608431,Acupuncture+AD:Anypsychotherapy,Behaviouraltherapiesindividual:SSRIs,Acupuncture + AD:Any psychotherapy,7.365039822608504,4
Acupuncture + AD:Any psychotherapy,Behavioural therapies individual:Cognitive and cognitive behavioural therapies individual,0.061274612240480204,Acupuncture+AD:Anypsychotherapy,Behaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual,Acupuncture + AD:Any psychotherapy,6.127461224048082,5
Acupuncture + AD:Any psychotherapy,Short-term psychodynamic psychotherapies individual:SSRIs,0.05548707491887592,Acupuncture+AD:Anypsychotherapy,Short-termpsychodynamicpsychotherapiesindividual:SSRIs,Acupuncture + AD:Any psychotherapy,5.5487074918876464,6
Acupuncture + AD:Any psychotherapy,Cognitive and cognitive behavioural therapies individual:Short-term psychodynamic psychotherapies individual,0.039383542187725815,Acupuncture+AD:Anypsychotherapy,Cognitiveandcognitivebehaviouraltherapiesindividual:Short-termpsychodynamicpsychotherapiesindividual,Acupuncture + AD:Any psychotherapy,3.938354218772621,7
Acupuncture + AD:Any psychotherapy,Cognitive and cognitive behavioural therapies individual:TCAs,0.031287856895230316,Acupuncture+AD:Anypsychotherapy,Cognitiveandcognitivebehaviouraltherapiesindividual:TCAs,Acupuncture + AD:Any psychotherapy,3.128785689523063,8
Acupuncture + AD:Any psychotherapy,SSRIs:TCAs,0.029765944615014646,Acupuncture+AD:Anypsychotherapy,SSRIs:TCAs,Acupuncture + AD:Any psychotherapy,2.9765944615014943,9
Acupuncture + AD:Any psychotherapy,Cognitive and cognitive behavioural therapies individual:SSRIs,0.021486698447615145,Acupuncture+AD:Anypsychotherapy,Cognitiveandcognitivebehaviouraltherapiesindividual:SSRIs,Acupuncture + AD:Any psychotherapy,2.1486698447615358,10
Acupuncture + AD:Attention placebo,Acupuncture + AD:SSRIs,0.19803084259591497,Acupuncture+AD:Attentionplacebo,Acupuncture+AD:SSRIs,Acupuncture + AD:Attention placebo,19.803084259591557,1
Acupuncture + AD:Attention placebo,Attention placebo:Problem solving individual,0.10334522409165905,Acupuncture+AD:Attentionplacebo,Attentionplacebo:Problemsolvingindividual,Acupuncture + AD:Attention placebo,10.334522409165936,2
Acupuncture + AD:Attention placebo,Attention placebo:Self-help,0.094685618504256,Acupuncture+AD:Attentionplacebo,Attentionplacebo:Self-help,Acupuncture + AD:Attention placebo,9.468561850425628,3
Acupuncture + AD:Attention placebo,SSRIs:TCAs,0.04910560491798538,Acupuncture+AD:Attentionplacebo,SSRIs:TCAs,Acupuncture + AD:Attention placebo,4.910560491798553,4
Acupuncture + AD:Attention placebo,Placebo:SSRIs,0.04584531776947113,Acupuncture+AD:Attentionplacebo,Placebo:SSRIs,Acupuncture + AD:Attention placebo,4.584531776947126,5
Acupuncture + AD:Attention placebo,Cognitive and cognitive behavioural therapies individual:Self-help,0.03163224351043524,Acupuncture+AD:Attentionplacebo,Cognitiveandcognitivebehaviouraltherapiesindividual:Self-help,Acupuncture + AD:Attention placebo,3.1632243510435334,6
Acupuncture + AD:Attention placebo,Problem solving individual:TCAs,0.028887973441468703,Acupuncture+AD:Attentionplacebo,Problemsolvingindividual:TCAs,Acupuncture + AD:Attention placebo,2.888797344146879,7
Acupuncture + AD:Attention placebo,Placebo:Problem solving individual,0.028550185884622402,Acupuncture+AD:Attentionplacebo,Placebo:Problemsolvingindividual,Acupuncture + AD:Attention placebo,2.8550185884622485,8
Acupuncture + AD:Attention placebo,Self-help:Waitlist,0.02730817988852159,Acupuncture+AD:Attentionplacebo,Self-help:Waitlist,Acupuncture + AD:Attention placebo,2.7308179888521673,9
Acupuncture + AD:Attention placebo,Counselling individual:Problem solving individual,0.026742659550209553,Acupuncture+AD:Attentionplacebo,Counsellingindividual:Problemsolvingindividual,Acupuncture + AD:Attention placebo,2.6742659550209633,10
Acupuncture + AD:Behavioural therapies individual,Acupuncture + AD:SSRIs,0.32819145470923256,Acupuncture+AD:Behaviouraltherapiesindividual,Acupuncture+AD:SSRIs,Acupuncture + AD:Behavioural therapies individual,32.8191454709236,1
Acupuncture + AD:Behavioural therapies individual,Behavioural therapies individual:SSRIs,0.18091951334123355,Acupuncture+AD:Behaviouraltherapiesindividual,Behaviouraltherapiesindividual:SSRIs,Acupuncture + AD:Behavioural therapies individual,18.091951334123547,2
Acupuncture + AD:Behavioural therapies individual,Behavioural therapies individual:Cognitive and cognitive behavioural therapies individual,0.12543733147944428,Acupuncture+AD:Behaviouraltherapiesindividual,Behaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual,Acupuncture + AD:Behavioural therapies individual,12.54373314794456,3
Acupuncture + AD:Behavioural therapies individual,Cognitive and cognitive behavioural therapies individual:TCAs,0.037801794378425395,Acupuncture+AD:Behaviouraltherapiesindividual,Cognitiveandcognitivebehaviouraltherapiesindividual:TCAs,Acupuncture + AD:Behavioural therapies individual,3.7801794378425795,4
Acupuncture + AD:Behavioural therapies individual,SSRIs:TCAs,0.03544608232081067,Acupuncture+AD:Behaviouraltherapiesindividual,SSRIs:TCAs,Acupuncture + AD:Behavioural therapies individual,3.5446082320811048,5
Acupuncture + AD:Behavioural therapies individual,Cognitive and cognitive behavioural therapies individual:SSRIs,0.027797064949918224,Acupuncture+AD:Behaviouraltherapiesindividual,Cognitiveandcognitivebehaviouraltherapiesindividual:SSRIs,Acupuncture + AD:Behavioural therapies individual,2.7797064949918515,6
Acupuncture + AD:Behavioural therapies individual,Any psychotherapy:Behavioural therapies individual,0.021834609888554856,Acupuncture+AD:Behaviouraltherapiesindividual,Anypsychotherapy:Behaviouraltherapiesindividual,Acupuncture + AD:Behavioural therapies individual,2.1834609888555088,7
Acupuncture + AD:Behavioural therapies individual,Any psychotherapy:Short-term psychodynamic psychotherapies individual,0.021834609888554856,Acupuncture+AD:Behaviouraltherapiesindividual,Anypsychotherapy:Short-termpsychodynamicpsychotherapiesindividual,Acupuncture + AD:Behavioural therapies individual,2.1834609888555088,8
Acupuncture + AD:Behavioural therapies individual,Placebo:SSRIs,0.021426170940903117,Acupuncture+AD:Behaviouraltherapiesindividual,Placebo:SSRIs,Acupuncture + AD:Behavioural therapies individual,2.142617094090334,9
Acupuncture + AD:Behavioural therapies individual,Short-term psychodynamic psychotherapies individual:SSRIs,0.015284463966839466,Acupuncture+AD:Behaviouraltherapiesindividual,Short-termpsychodynamicpsychotherapiesindividual:SSRIs,Acupuncture + AD:Behavioural therapies individual,1.5284463966839628,10
Acupuncture + AD:Behavioural therapies individual + AD,Acupuncture + AD:SSRIs,0.2616838635438886,Acupuncture+AD:Behaviouraltherapiesindividual+AD,Acupuncture+AD:SSRIs,Acupuncture + AD:Behavioural therapies individual + AD,26.168386354389067,1
Acupuncture + AD:Behavioural therapies individual + AD,Placebo:SSRIs,0.12597429611470354,Acupuncture+AD:Behaviouraltherapiesindividual+AD,Placebo:SSRIs,Acupuncture + AD:Behavioural therapies individual + AD,12.597429611470453,2
Acupuncture + AD:Behavioural therapies individual + AD,SSRIs:TCAs,0.09137681799394985,Acupuncture+AD:Behaviouraltherapiesindividual+AD,SSRIs:TCAs,Acupuncture + AD:Behavioural therapies individual + AD,9.137681799395057,3
Acupuncture + AD:Behavioural therapies individual + AD,Behavioural therapies individual + AD:Placebo,0.08246850681967215,Acupuncture+AD:Behaviouraltherapiesindividual+AD,Behaviouraltherapiesindividual+AD:Placebo,Acupuncture + AD:Behavioural therapies individual + AD,8.246850681967281,4
Acupuncture + AD:Behavioural therapies individual + AD,Behavioural therapies individual + AD:TCAs,0.0772917119601959,Acupuncture+AD:Behaviouraltherapiesindividual+AD,Behaviouraltherapiesindividual+AD:TCAs,Acupuncture + AD:Behavioural therapies individual + AD,7.72917119601965,5
Acupuncture + AD:Behavioural therapies individual + AD,Behavioural therapies individual + AD:Relaxation individual + AD,0.037721678244852036,Acupuncture+AD:Behaviouraltherapiesindividual+AD,Behaviouraltherapiesindividual+AD:Relaxationindividual+AD,Acupuncture + AD:Behavioural therapies individual + AD,3.7721678244852335,6
Acupuncture + AD:Behavioural therapies individual + AD,Behavioural therapies individual + AD:Relaxation individual + placebo,0.035446752185752634,Acupuncture+AD:Behaviouraltherapiesindividual+AD,Behaviouraltherapiesindividual+AD:Relaxationindividual+placebo,Acupuncture + AD:Behavioural therapies individual + AD,3.5446752185752914,7
Acupuncture + AD:Behavioural therapies individual + AD,Any AD:Short-term psychodynamic psychotherapies individual + AD,0.028755214333415845,Acupuncture+AD:Behaviouraltherapiesindividual+AD,AnyAD:Short-termpsychodynamicpsychotherapiesindividual+AD,Acupuncture + AD:Behavioural therapies individual + AD,2.875521433341607,8
Acupuncture + AD:Behavioural therapies individual + AD,Behavioural therapies individual + AD:Counselling individual + AD,0.028755214333415845,Acupuncture+AD:Behaviouraltherapiesindividual+AD,Behaviouraltherapiesindividual+AD:Counsellingindividual+AD,Acupuncture + AD:Behavioural therapies individual + AD,2.875521433341607,9
Acupuncture + AD:Behavioural therapies individual + AD,Counselling individual + AD:Short-term psychodynamic psychotherapies individual + AD,0.028755214333415845,Acupuncture+AD:Behaviouraltherapiesindividual+AD,Counsellingindividual+AD:Short-termpsychodynamicpsychotherapiesindividual+AD,Acupuncture + AD:Behavioural therapies individual + AD,2.875521433341607,10
Acupuncture + AD:Cognitive and cognitive behavioural therapies group,Acupuncture + AD:SSRIs,0.2938456003202495,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup,Acupuncture+AD:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies group,29.384560032025067,1
Acupuncture + AD:Cognitive and cognitive behavioural therapies group,Cognitive and cognitive behavioural therapies group:SSRIs,0.11417007590682392,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup,Cognitiveandcognitivebehaviouraltherapiesgroup:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies group,11.417007590682438,2
Acupuncture + AD:Cognitive and cognitive behavioural therapies group,SSRIs:TCAs,0.037102930100787065,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup,SSRIs:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies group,3.7102930100787215,3
Acupuncture + AD:Cognitive and cognitive behavioural therapies group,Cognitive and cognitive behavioural therapies group:No treatment,0.03622472726124887,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup,Cognitiveandcognitivebehaviouraltherapiesgroup:Notreatment,Acupuncture + AD:Cognitive and cognitive behavioural therapies group,3.6224727261249017,4
Acupuncture + AD:Cognitive and cognitive behavioural therapies group,Cognitive and cognitive behavioural therapies group:Cognitive and cognitive behavioural therapies individual,0.034614627339995284,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup,Cognitiveandcognitivebehaviouraltherapiesgroup:Cognitiveandcognitivebehaviouraltherapiesindividual,Acupuncture + AD:Cognitive and cognitive behavioural therapies group,3.4614627339995425,5
Acupuncture + AD:Cognitive and cognitive behavioural therapies group,Cognitive and cognitive behavioural therapies group:TAU,0.031616811702624814,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup,Cognitiveandcognitivebehaviouraltherapiesgroup:TAU,Acupuncture + AD:Cognitive and cognitive behavioural therapies group,3.161681170262494,6
Acupuncture + AD:Cognitive and cognitive behavioural therapies group,Cognitive and cognitive behavioural therapies individual:TCAs,0.028255750053122905,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup,Cognitiveandcognitivebehaviouraltherapiesindividual:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies group,2.825575005312302,7
Acupuncture + AD:Cognitive and cognitive behavioural therapies group,Placebo:SSRIs,0.027097294539661927,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup,Placebo:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies group,2.709729453966204,8
Acupuncture + AD:Cognitive and cognitive behavioural therapies group,Any AD:Cognitive and cognitive behavioural therapies group,0.026314067237234635,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup,AnyAD:Cognitiveandcognitivebehaviouraltherapiesgroup,Acupuncture + AD:Cognitive and cognitive behavioural therapies group,2.631406723723474,9
Acupuncture + AD:Cognitive and cognitive behavioural therapies group,Cognitive and cognitive behavioural therapies individual:SSRIs,0.024635012118116417,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup,Cognitiveandcognitivebehaviouraltherapiesindividual:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies group,2.463501211811652,10
Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,Acupuncture + AD:SSRIs,0.19775271462104957,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup+AD,Acupuncture+AD:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,19.775271462105067,1
Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,Any AD:Cognitive and cognitive behavioural therapies group + AD,0.19775271462104957,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup+AD,AnyAD:Cognitiveandcognitivebehaviouraltherapiesgroup+AD,Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,19.775271462105067,2
Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,Any AD:Cognitive and cognitive behavioural therapies individual,0.07584836300616103,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup+AD,AnyAD:Cognitiveandcognitivebehaviouraltherapiesindividual,Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,7.5848363006161446,3
Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,SSRIs:TCAs,0.044693319433062116,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup+AD,SSRIs:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,4.469331943306236,4
Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,Placebo:SSRIs,0.03515605766873963,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup+AD,Placebo:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,3.5156057668739824,5
Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,Cognitive and cognitive behavioural therapies individual:TCAs,0.02901000460748355,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup+AD,Cognitiveandcognitivebehaviouraltherapiesindividual:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,2.901000460748371,6
Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,SNRIs:SSRIs,0.021821683796374003,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup+AD,SNRIs:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,2.1821683796374125,7
Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,Cognitive and cognitive behavioural therapies individual:SSRIs,0.020945689934812058,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup+AD,Cognitiveandcognitivebehaviouraltherapiesindividual:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,2.0945689934812175,8
Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,Any AD:Interpersonal psychotherapy (IPT) individual,0.01999720435684358,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup+AD,AnyAD:Interpersonalpsychotherapy(IPT)individual,Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,1.9997204356843692,9
Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,Any AD:Cognitive and cognitive behavioural therapies group,0.019313082950888502,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesgroup+AD,AnyAD:Cognitiveandcognitivebehaviouraltherapiesgroup,Acupuncture + AD:Cognitive and cognitive behavioural therapies group + AD,1.931308295088861,10
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,Acupuncture + AD:SSRIs,0.31155203891663424,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual,Acupuncture+AD:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,31.155203891663753,1
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,Cognitive and cognitive behavioural therapies individual:TCAs,0.08032139914872732,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual,Cognitiveandcognitivebehaviouraltherapiesindividual:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,8.032139914872817,2
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,SSRIs:TCAs,0.07519961151692976,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual,SSRIs:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,7.519961151693054,3
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,Cognitive and cognitive behavioural therapies individual:SSRIs,0.06677245625208808,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual,Cognitiveandcognitivebehaviouraltherapiesindividual:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,6.677245625208878,4
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,Placebo:SSRIs,0.04350518938978543,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual,Placebo:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,4.350518938978588,5
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,Cognitive and cognitive behavioural therapies individual:No treatment,0.023852983634163508,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual,Cognitiveandcognitivebehaviouraltherapiesindividual:Notreatment,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,2.385298363416376,6
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,SNRIs:SSRIs,0.02308055307549832,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual,SNRIs:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,2.3080553075498558,7
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,No treatment:SSRIs,0.01943011518873415,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual,Notreatment:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,1.9430115188734354,8
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,Placebo:TCAs,0.019094940524431364,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual,Placebo:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,1.9094940524431565,9
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + AD,0.01741866748109942,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual,1.7418667481099601,10
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,Acupuncture + AD:SSRIs,0.3311297892921203,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Acupuncture+AD:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,33.112978929212375,1
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,Cognitive and cognitive behavioural therapies individual + AD:SSRIs,0.1517285573401436,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,15.172855734014519,2
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,SSRIs:TCAs,0.07468464391151253,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,SSRIs:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,7.468464391151332,3
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,Cognitive and cognitive behavioural therapies individual + AD:TCAs,0.06840722106097372,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,6.840722106097443,4
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + AD,0.06301458033935906,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,6.3014580339359725,5
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,Placebo:SSRIs,0.03160416795162511,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Placebo:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,3.160416795162544,6
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,Placebo:TCAs,0.021318332848234922,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Placebo:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,2.131833284823515,7
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,Cognitive and cognitive behavioural therapies individual:SSRIs,0.01944144692547604,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitiveandcognitivebehaviouraltherapiesindividual:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,1.9441446925476245,8
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,Cognitive and cognitive behavioural therapies individual:TCAs,0.01901993680496189,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitiveandcognitivebehaviouraltherapiesindividual:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,1.901993680496209,9
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,Cognitive and cognitive behavioural therapies individual + AD:TAU,0.01749949783538978,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:TAU,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + AD,1.7499497835389966,10
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,Acupuncture + AD:SSRIs,0.26385004895145386,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Acupuncture+AD:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,26.385004895145777,1
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,Cognitive and cognitive behavioural therapies individual + AD:Cognitive and cognitive behavioural therapies individual + placebo,0.13363818827007026,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,13.363818827007224,2
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,SSRIs:TCAs,0.08792860091907559,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,SSRIs:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,8.792860091907688,3
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,Cognitive and cognitive behavioural therapies individual + placebo:TCAs,0.07168005956159511,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitiveandcognitivebehaviouraltherapiesindividual+placebo:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,7.168005956159616,4
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,Cognitive and cognitive behavioural therapies individual + AD:SSRIs,0.0672459558908214,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,6.72459558908224,5
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + placebo,0.05853180111978868,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,5.853180111978954,6
