t1,treatment_1,t2,treatment_2,mean,lcl,ucl,effect_95CrI
trt_001,Acupuncture,trt_004,Any psychotherapy,1.1086937315167837,0.5353231057136865,2.667199507598025,1.109 (0.535 to 2.667)
trt_002,Acupuncture + AD,trt_004,Any psychotherapy,1.4851028277991787,0.5584711939155224,3.417975467074899,1.485 (0.558 to 3.418)
trt_003,Any AD,trt_004,Any psychotherapy,0.8143804302589681,0.006254710735932625,2.0458495921065496,0.814 (0.006 to 2.046)
trt_005,Attention placebo,trt_004,Any psychotherapy,0.26122220054265505,-1.3481159910826732,1.1808532710086628,0.261 (-1.348 to 1.181)
trt_006,Behavioural therapies individual,trt_004,Any psychotherapy,0.07846758034605292,-1.3479077313101757,0.6611411909431784,0.078 (-1.348 to 0.661)
trt_007,Behavioural therapies individual + AD,trt_004,Any psychotherapy,0.9411428753365535,-0.06098068102076178,2.6135165309048407,0.941 (-0.061 to 2.614)
trt_008,Cognitive and cognitive behavioural therapies group,trt_004,Any psychotherapy,1.0774189474013776,0.49308717123395446,2.6043392205926814,1.077 (0.493 to 2.604)
trt_009,Cognitive and cognitive behavioural therapies group + AD,trt_004,Any psychotherapy,1.1473651995082486,0.409782814850461,2.9717718464135277,1.147 (0.410 to 2.972)
trt_010,Cognitive and cognitive behavioural therapies individual,trt_004,Any psychotherapy,0.986190073568609,0.4261708157362758,2.3041469618594057,0.986 (0.426 to 2.304)
trt_011,Cognitive and cognitive behavioural therapies individual + AD,trt_004,Any psychotherapy,1.3607312459844005,0.5571993479266325,3.1579405315359006,1.361 (0.557 to 3.158)
trt_012,Cognitive and cognitive behavioural therapies individual + placebo,trt_004,Any psychotherapy,1.3051398785088901,0.5512200947581872,3.2176038757298673,1.305 (0.551 to 3.218)
trt_013,Counselling individual,trt_004,Any psychotherapy,0.9006315984487109,0.1284335137502983,2.254270748240299,0.901 (0.128 to 2.254)
trt_014,Counselling individual + AD,trt_004,Any psychotherapy,0.6388962379509395,-0.8237767427698376,2.1589437010081,0.639 (-0.824 to 2.159)
trt_015,Counselling individual + placebo,trt_004,Any psychotherapy,0.4662606958016849,-1.5298460394161038,2.1648903739359127,0.466 (-1.530 to 2.165)
trt_016,Exercise group,trt_004,Any psychotherapy,1.04327313684321,0.35945991584315096,2.6001571160657315,1.043 (0.359 to 2.600)
trt_017,Exercise group + AD,trt_004,Any psychotherapy,2.3278239394701843,0.5590960221082943,5.467253333530503,2.328 (0.559 to 5.467)
trt_018,Exercise individual,trt_004,Any psychotherapy,0.9728164427833677,0.21087677846880168,2.4642311538257795,0.973 (0.211 to 2.464)
trt_019,Exercise individual + AD,trt_004,Any psychotherapy,1.2923593922853762,0.549520115038851,3.1981947095643504,1.292 (0.550 to 3.198)
trt_020,Interpersonal psychotherapy (IPT) individual,trt_004,Any psychotherapy,0.8183706717002427,-0.059749366413198175,2.117447379861887,0.818 (-0.060 to 2.117)
trt_021,Interpersonal psychotherapy (IPT) individual + AD,trt_004,Any psychotherapy,0.9193527261306971,0.09845817902369078,2.3739602271243667,0.919 (0.098 to 2.374)
trt_022,Interpersonal psychotherapy (IPT) individual + placebo,trt_004,Any psychotherapy,0.7956307223643494,-0.2049654414960645,2.1786404430068673,0.796 (-0.205 to 2.179)
trt_023,Light therapy,trt_004,Any psychotherapy,1.0306850260310443,0.1286512622168797,2.793682204905135,1.031 (0.129 to 2.794)
trt_024,Light therapy + AD,trt_004,Any psychotherapy,1.1809197806272602,0.5322521169855017,2.9658854431833905,1.181 (0.532 to 2.966)
trt_025,Mindfulness or meditation group,trt_004,Any psychotherapy,2.6949335725028782,0.5591020367943775,6.319572434774808,2.695 (0.559 to 6.320)
trt_026,Mirtazapine,trt_004,Any psychotherapy,0.9126219053786057,0.2227969618406551,2.2143000057571904,0.913 (0.223 to 2.214)
trt_027,Music therapy group,trt_004,Any psychotherapy,0.9611453483160656,-0.2400212717277373,2.8759674084985156,0.961 (-0.240 to 2.876)
trt_028,No treatment,trt_004,Any psychotherapy,0.6287036316519585,-0.355979681173245,1.6609367097780847,0.629 (-0.356 to 1.661)
trt_029,Peer support group,trt_004,Any psychotherapy,1.1582491612084502,0.22924386817119816,3.17414219214748,1.158 (0.229 to 3.174)
trt_030,Peer support group + AD,trt_004,Any psychotherapy,1.2186866343855278,0.3683172956001159,3.293173801146133,1.219 (0.368 to 3.293)
trt_031,Placebo,trt_004,Any psychotherapy,0.6074228925122347,-0.3602737954543737,1.5776780606726246,0.607 (-0.360 to 1.578)
trt_032,Problem solving group,trt_004,Any psychotherapy,2.066992428858966,0.5590834276683839,4.817461416775141,2.067 (0.559 to 4.817)
trt_033,Problem solving individual,trt_004,Any psychotherapy,1.0520018142122989,0.4092950196077712,2.5866811218054138,1.052 (0.409 to 2.587)
trt_034,Psychoeducation group,trt_004,Any psychotherapy,1.247142952838028,0.4236751333135075,3.3517865210597018,1.247 (0.424 to 3.352)
trt_035,Psychoeducation group + AD,trt_004,Any psychotherapy,0.726393243906805,-0.5390883856219425,2.2465710833208514,0.726 (-0.539 to 2.247)
trt_036,Relaxation individual + AD,trt_004,Any psychotherapy,0.9860541354373575,-0.0589060194310749,2.7844866484861237,0.986 (-0.059 to 2.784)
trt_037,Relaxation individual + placebo,trt_004,Any psychotherapy,0.6709690300737389,-0.686471192818505,2.157177749718856,0.671 (-0.686 to 2.157)
trt_038,SNRIs,trt_004,Any psychotherapy,0.8936966938165777,0.20895952107529084,2.1551381179516462,0.894 (0.209 to 2.155)
trt_039,SSRIs,trt_004,Any psychotherapy,0.8656527022184366,0.15759580463851897,2.091958433478999,0.866 (0.158 to 2.092)
trt_040,Self-help,trt_004,Any psychotherapy,0.8691046055475556,0.10138979474414628,2.165974140399317,0.869 (0.101 to 2.166)
trt_041,Self-help with support,trt_004,Any psychotherapy,0.8564801585156258,0.09539355502745929,2.1255014058892927,0.856 (0.095 to 2.126)
trt_042,Sham acupuncture,trt_004,Any psychotherapy,0.6940018772152118,-0.36892825560331866,1.9403956931188027,0.694 (-0.369 to 1.940)
trt_043,Short-term psychodynamic psychotherapies individual,trt_004,Any psychotherapy,0.8831140628842548,0.24542126352431443,2.0753910610705146,0.883 (0.245 to 2.075)
